wavenumber_cm-1,transmittance_percent,absorbance
808.9340,85.5607,0.067726
810.8629,86.8378,0.061291
812.7919,87.4947,0.058018
814.7208,88.5353,0.052884
816.6497,88.6057,0.052538
818.5787,89.2299,0.049490
820.5076,89.1938,0.049665
822.4365,89.3372,0.048968
824.3655,89.4885,0.048233
826.2944,89.4648,0.048348
828.2233,89.8588,0.046439
830.1523,89.1782,0.049742
832.0812,89.5367,0.047999
834.0102,89.8057,0.046696
835.9391,89.4307,0.048513
837.8680,89.7832,0.046805
839.7970,89.6838,0.047286
841.7259,89.7383,0.047022
843.6548,89.2962,0.049167
845.5838,89.0485,0.050373
847.5127,89.1176,0.050036
849.4416,88.7725,0.051721
851.3706,88.5605,0.052760
853.2995,88.3667,0.053711
855.2284,87.8117,0.056448
857.1574,87.2289,0.059340
859.0863,86.5414,0.062776
861.0152,85.9593,0.065707
862.9442,85.4907,0.068081
864.8731,84.4652,0.073322
866.8020,83.6043,0.077772
868.7310,82.9731,0.081062
870.6599,82.2953,0.084625
872.5888,81.6091,0.088261
874.5178,81.3740,0.089514
876.4467,81.4187,0.089276
878.3756,81.7306,0.087615
880.3046,82.4456,0.083833
882.2335,83.0430,0.080697
884.1624,83.4252,0.078702
886.0914,83.8147,0.076680
888.0203,83.9552,0.075952
889.9492,84.3957,0.073680
891.8782,84.4962,0.073163
893.8071,84.4686,0.073305
895.7360,84.1887,0.074746
897.6650,83.8072,0.076718
899.5939,83.6246,0.077666
901.5228,83.0973,0.080413
903.4518,82.9905,0.080972
905.3807,82.2761,0.084726
907.3096,81.6733,0.087920
909.2386,81.5394,0.088632
911.1675,81.2251,0.090310
913.0964,81.4047,0.089351
915.0254,81.2411,0.090224
916.9543,80.9576,0.091743
918.8832,81.1408,0.090761
920.8122,81.6321,0.088139
922.7411,81.9445,0.086480
924.6700,82.1664,0.085306
926.5990,82.8249,0.081839
928.5279,82.8805,0.081548
930.4569,83.0259,0.080787
932.3858,83.4440,0.078605
934.3147,83.8558,0.076467
936.2437,84.0804,0.075305
938.1726,84.0421,0.075503
940.1015,84.2092,0.074641
942.0305,84.2765,0.074293
943.9594,84.0779,0.075318
945.8883,83.9776,0.075836
947.8173,83.6632,0.077465
949.7462,83.5479,0.078064
951.6751,83.0377,0.080725
953.6041,82.6519,0.082747
955.5330,82.1790,0.085239
957.4619,80.9853,0.091594
959.3909,80.5806,0.093769
961.3198,79.4437,0.099941
963.2487,78.9964,0.102393
965.1777,77.8441,0.108774
967.1066,76.6038,0.115750
969.0355,75.7309,0.120727
970.9645,74.2533,0.129284
972.8934,72.8360,0.137654
974.8223,71.6301,0.144905
976.7513,69.9585,0.155160
978.6802,68.5592,0.163934
980.6091,66.8888,0.174647
982.5381,65.5024,0.183743
984.4670,63.6879,0.195943
986.3959,61.8548,0.208627
988.3249,60.3243,0.219508
990.2538,58.7054,0.231322
992.1827,57.1163,0.243240
994.1117,55.3487,0.256893
996.0406,53.7355,0.269739
997.9695,52.2722,0.281729
999.8985,50.7700,0.294393
1001.8274,49.3083,0.307080
1003.7563,47.8922,0.319735
1005.6853,46.6119,0.331503
1007.6142,45.4022,0.342923
1009.5431,44.4329,0.352295
1011.4721,43.2534,0.363979
1013.4010,42.4969,0.371642
1015.3299,41.5355,0.381581
1017.2589,40.7123,0.390274
1019.1878,39.8634,0.399425
1021.1167,39.4031,0.404469
1023.0457,38.9352,0.409658
1024.9746,38.4193,0.415451
1026.9035,37.9571,0.420706
1028.8325,37.5740,0.425112
1030.7614,37.2523,0.428847
1032.6904,37.0666,0.431017
1034.6193,36.9038,0.432928
1036.5482,37.0185,0.431582
1038.4772,36.8871,0.433125
1040.4061,36.8206,0.433910
1042.3350,37.1163,0.430436
1044.2640,37.2170,0.429259
1046.1929,37.4102,0.427010
1048.1218,37.8026,0.422478
1050.0508,38.0861,0.419233
1051.9797,38.3642,0.416074
1053.9086,38.6997,0.412293
1055.8376,39.3047,0.405555
1057.7665,39.4781,0.403644
1059.6954,40.1214,0.396624
1061.6244,40.3773,0.393863
1063.5533,40.9967,0.387251
1065.4822,41.4475,0.382502
1067.4112,42.1412,0.375293
1069.3401,42.7483,0.369081
1071.2690,43.4955,0.361555
1073.1980,43.9961,0.356586
1075.1269,44.8155,0.348572
1077.0558,45.5998,0.341037
1078.9848,46.3037,0.334385
1080.9137,47.5203,0.323121
1082.8426,48.2929,0.316117
1084.7716,49.2960,0.307188
1086.7005,50.4718,0.296951
1088.6294,51.7117,0.286411
1090.5584,52.7903,0.277446
1092.4873,53.8544,0.268779
1094.4162,55.3714,0.256715
1096.3452,56.4837,0.248077
1098.2741,57.9112,0.237237
1100.2030,58.8368,0.230351
1102.1320,60.3412,0.219386
1104.0609,61.7178,0.209590
1105.9898,63.0290,0.200460
1107.9188,64.0463,0.193506
1109.8477,65.6051,0.183063
1111.7766,66.4214,0.177692
1113.7056,67.8732,0.168302
1115.6345,69.2452,0.159610
1117.5634,70.1977,0.153677
1119.4924,71.7635,0.144097
1121.4213,72.6057,0.139029
1123.3502,73.7476,0.132252
1125.2792,74.5406,0.127607
1127.2081,75.9020,0.119747
1129.1371,76.6188,0.115665
1131.0660,77.7750,0.109160
1132.9949,78.5659,0.104766
1134.9239,79.4101,0.100124
1136.8528,80.2114,0.095764
1138.7817,81.3802,0.089481
1140.7107,81.4989,0.088848
1142.6396,82.2820,0.084695
1144.5685,83.0358,0.080734
1146.4975,83.4475,0.078586
1148.4264,84.0144,0.075646
1150.3553,84.5664,0.072802
1152.2843,84.7280,0.071973
1154.2132,85.1686,0.069721
1156.1421,85.9408,0.065800
1158.0711,86.0321,0.065340
1160.0000,86.0247,0.065377
1161.9289,86.6471,0.062246
1163.8579,87.0729,0.060117
1165.7868,87.2347,0.059311
1167.7157,87.1245,0.059860
1169.6447,87.9656,0.055687
1171.5736,87.9348,0.055839
1173.5025,88.1589,0.054734
1175.4315,88.2995,0.054042
1177.3604,88.8717,0.051237
1179.2893,88.7496,0.051833
1181.2183,89.1106,0.050071
1183.1472,89.1805,0.049730
1185.0761,89.4069,0.048629
1187.0051,89.5886,0.047747
1188.9340,89.7899,0.046772
1190.8629,89.7702,0.046868
1192.7919,90.5207,0.043252
1194.7208,90.0637,0.045450
1196.6497,90.2052,0.044769
1198.5787,90.7968,0.041929
1200.5076,90.5789,0.042973
1202.4365,90.8787,0.041538
1204.3655,91.0924,0.040518
1206.2944,90.8543,0.041655
1208.2233,90.8701,0.041579
1210.1523,90.8632,0.041612
1212.0812,91.1905,0.040050
1214.0101,91.3348,0.039364
1215.9391,91.4403,0.038862
1217.8680,91.0606,0.040670
1219.7969,90.9461,0.041216
1221.7259,90.9646,0.041128
1223.6548,91.0291,0.040820
1225.5838,91.4795,0.038676
1227.5127,91.0997,0.040483
1229.4416,91.3891,0.039106
1231.3706,91.2248,0.039887
1233.2995,91.0362,0.040786
1235.2284,91.2907,0.039573
1237.1574,91.2994,0.039532
1239.0863,91.0528,0.040707
1241.0152,91.2967,0.039545
1242.9442,91.0217,0.040855
1244.8731,90.6470,0.042646
1246.8020,90.8488,0.041681
1248.7310,90.8409,0.041718
1250.6599,90.8504,0.041673
1252.5888,90.7537,0.042136
1254.5178,90.7862,0.041980
1256.4467,90.8505,0.041673
1258.3756,90.7460,0.042173
1260.3046,90.6902,0.042440
1262.2335,91.0338,0.040797
1264.1624,90.7990,0.041919
1266.0914,90.9386,0.041252
1268.0203,90.8908,0.041480
1269.9492,90.8279,0.041781
1271.8782,91.1321,0.040328
1273.8071,90.8604,0.041625
1275.7360,90.8639,0.041609
1277.6650,91.3167,0.039450
1279.5939,90.8851,0.041507
1281.5228,91.1414,0.040284
1283.4518,91.2294,0.039865
1285.3807,91.6671,0.037787
1287.3096,91.3835,0.039132
1289.2386,91.5824,0.038188
1291.1675,91.5258,0.038456
1293.0964,91.3351,0.039362
1295.0254,91.7440,0.037422
1296.9543,91.5881,0.038161
1298.8832,91.7624,0.037335
1300.8122,91.3436,0.039322
1302.7411,91.5786,0.038206
1304.6700,91.9803,0.036305
1306.5990,91.6112,0.038052
1308.5279,91.7018,0.037622
1310.4568,92.0960,0.035759
1312.3858,91.7793,0.037255
1314.3147,92.0419,0.036014
1316.2436,91.9686,0.036360
1318.1726,92.3040,0.034779
1320.1015,91.9784,0.036314
1322.0305,91.9839,0.036288
1323.9594,91.8526,0.036908
1325.8883,91.6463,0.037885
1327.8173,91.9066,0.036653
1329.7462,91.7908,0.037201
1331.6751,91.7253,0.037511
1333.6041,91.4300,0.038912
1335.5330,91.9132,0.036622
1337.4619,91.1496,0.040245
1339.3909,91.1163,0.040404
1341.3198,91.0596,0.040674
1343.2487,90.9212,0.041335
1345.1777,90.6768,0.042504
1347.1066,90.3788,0.043933
1349.0355,90.5271,0.043221
1350.9645,90.0490,0.045521
1352.8934,89.9587,0.045957
1354.8223,89.4456,0.048441
1356.7513,89.6124,0.047632
1358.6802,89.1673,0.049794
1360.6091,88.8062,0.051557
1362.5381,88.5011,0.053051
1364.4670,87.7798,0.056606
1366.3959,87.7962,0.056524
1368.3249,87.3631,0.058672
1370.2538,87.0591,0.060186
1372.1827,86.6800,0.062081
1374.1117,86.0613,0.065192
1376.0406,85.7029,0.067004
1377.9695,85.0860,0.070142
1379.8985,84.5203,0.073039
1381.8274,84.1137,0.075133
1383.7563,83.9528,0.075965
1385.6853,83.3003,0.079354
1387.6142,83.1032,0.080382
1389.5431,82.7486,0.082239
1391.4721,82.1877,0.085193
1393.4010,82.2647,0.084787
1395.3299,81.9180,0.086621
1397.2589,81.6588,0.087997
1399.1878,81.0881,0.091043
1401.1167,81.3215,0.089795
1403.0457,80.9931,0.091552
1404.9746,80.6056,0.093635
1406.9035,80.5046,0.094179
1408.8325,80.1901,0.095879
1410.7614,79.6955,0.098566
1412.6903,79.7771,0.098122
1414.6193,79.6392,0.098873
1416.5482,79.5677,0.099263
1418.4772,79.4128,0.100109
1420.4061,79.4785,0.099750
1422.3350,79.3871,0.100250
1424.2640,79.1611,0.101488
1426.1929,79.4512,0.099900
1428.1218,79.2532,0.100983
1430.0508,79.3666,0.100362
1431.9797,79.5678,0.099263
1433.9086,79.9721,0.097061
1435.8376,79.8100,0.097943
1437.7665,79.9008,0.097449
1439.6954,80.2520,0.095544
1441.6244,80.4654,0.094391
1443.5533,80.2471,0.095570
1445.4822,80.6295,0.093506
1447.4112,81.0845,0.091062
1449.3401,81.5254,0.088707
1451.2690,81.5117,0.088780
1453.1980,82.0471,0.085937
1455.1269,82.2143,0.085053
1457.0558,82.9142,0.081371
1458.9848,83.2545,0.079592
1460.9137,83.3255,0.079222
1462.8426,83.7876,0.076820
1464.7716,84.3471,0.073930
1466.7005,85.2150,0.069484
1468.6294,85.2984,0.069059
1470.5584,86.3775,0.063599
1472.4873,86.4050,0.063461
1474.4162,86.6562,0.062200
1476.3452,87.2163,0.059402
1478.2741,87.7855,0.056577
1480.2030,88.1591,0.054733
1482.1320,88.7945,0.051614
1484.0609,88.6448,0.052347
1485.9898,89.2691,0.049299
1487.9188,89.1841,0.049712
1489.8477,89.6452,0.047473
1491.7766,89.7421,0.047004
1493.7056,90.2134,0.044729
1495.6345,90.3038,0.044294
1497.5634,89.8642,0.046413
1499.4924,90.5453,0.043134
1501.4213,90.4108,0.043780
1503.3502,90.5172,0.043269
1505.2792,90.3799,0.043928
1507.2081,90.9287,0.041299
1509.1371,91.1392,0.040295
1511.0660,91.2223,0.039899
1512.9949,91.1912,0.040047
1514.9239,91.0277,0.040826
1516.8528,91.3798,0.039150
1518.7817,91.5382,0.038397
1520.7107,91.7462,0.037412
1522.6396,91.8446,0.036946
1524.5685,91.9184,0.036598
1526.4975,92.2068,0.035237
1528.4264,92.5758,0.033502
1530.3553,92.2840,0.034874
1532.2843,92.2370,0.035095
1534.2132,92.3979,0.034338
1536.1421,92.6028,0.033376
1538.0711,92.1237,0.035629
1540.0000,92.2509,0.035029
1541.9289,92.1315,0.035592
1543.8579,91.9517,0.036440
1545.7868,92.4112,0.034275
1547.7157,91.7081,0.037593
1549.6447,92.0441,0.036004
1551.5736,91.9213,0.036584
1553.5025,91.6976,0.037642
1555.4315,91.2760,0.039643
1557.3604,91.4495,0.038819
1559.2893,91.7687,0.037305
1561.2183,91.8126,0.037098
1563.1472,92.0029,0.036199
1565.0761,91.9106,0.036635
1567.0051,91.8037,0.037140
1568.9340,92.2570,0.035001
1570.8629,92.6492,0.033158
1572.7919,92.4396,0.034142
1574.7208,92.6832,0.032999
1576.6497,92.9747,0.031635
1578.5787,92.5034,0.033842
1580.5076,92.9776,0.031622
1582.4365,93.2284,0.030452
1584.3655,92.8171,0.032372
1586.2944,93.0143,0.031450
1588.2233,93.2501,0.030351
1590.1523,92.9418,0.031789
1592.0812,93.3317,0.029971
1594.0101,93.2676,0.030269
1595.9391,93.2503,0.030350
1597.8680,93.2662,0.030276
1599.7969,92.8085,0.032412
1601.7259,93.0087,0.031476
1603.6548,93.3517,0.029878
1605.5838,93.1487,0.030823
1607.5127,93.0866,0.031113
1609.4416,92.7559,0.032659
1611.3706,93.0542,0.031264
1613.2995,92.7449,0.032710
1615.2284,92.5755,0.033504
1617.1574,92.4158,0.034254
1619.0863,92.4192,0.034238
1621.0152,92.3248,0.034682
1622.9442,92.2298,0.035129
1624.8731,91.8176,0.037074
1626.8020,91.8821,0.036769
1628.7310,91.5610,0.038290
1630.6599,91.4542,0.038796
1632.5888,90.8314,0.041764
1634.5178,91.0501,0.040720
1636.4467,90.9130,0.041374
1638.3756,90.6073,0.042837
1640.3046,90.4943,0.043379
1642.2335,90.3825,0.043916
1644.1624,90.3362,0.044138
1646.0914,90.4197,0.043737
1648.0203,90.3478,0.044083
1649.9492,90.7869,0.041977
1651.8782,90.6018,0.042863
1653.8071,90.4603,0.043542
1655.7360,90.6197,0.042777
1657.6650,90.3616,0.044016
1659.5939,90.5527,0.043099
1661.5228,90.9978,0.040969
1663.4518,90.6684,0.042544
1665.3807,91.1233,0.040370
1667.3096,91.0861,0.040548
1669.2386,91.6715,0.037766
1671.1675,91.6509,0.037863
1673.0964,91.4826,0.038662
1675.0254,91.9556,0.036422
1676.9543,92.2574,0.034999
1678.8832,91.8843,0.036759
1680.8122,92.1915,0.035309
1682.7411,92.4321,0.034177
1684.6700,92.4299,0.034188
1686.5990,92.4613,0.034040
1688.5279,92.7819,0.032537
1690.4568,92.8655,0.032146
1692.3858,92.9238,0.031873
1694.3147,93.0242,0.031404
1696.2436,92.3992,0.034332
1698.1726,92.5433,0.033655
1700.1015,92.8095,0.032408
1702.0304,92.5199,0.033765
1703.9594,92.6643,0.033087
1705.8883,92.8887,0.032037
1707.8173,92.8565,0.032188
1709.7462,92.6433,0.033186
1711.6751,92.1004,0.035738
1713.6041,92.0010,0.036208
1715.5330,92.3157,0.034724
1717.4619,92.2804,0.034891
1719.3909,92.4196,0.034236
1721.3198,92.5100,0.033811
1723.2487,92.4002,0.034327
1725.1777,92.5963,0.033406
1727.1066,92.6200,0.033295
1729.0355,93.0393,0.031333
1730.9645,93.1360,0.030882
1732.8934,92.8828,0.032065
1734.8223,93.5199,0.029096
1736.7513,93.5213,0.029089
1738.6802,93.3526,0.029873
1740.6091,93.7411,0.028070
1742.5381,94.1785,0.026048
1744.4670,94.2775,0.025592
1746.3959,94.3266,0.025366
1748.3249,93.9716,0.027003
1750.2538,94.4039,0.025010
1752.1827,94.5751,0.024223
1754.1117,94.6521,0.023870
1756.0406,94.5400,0.024385
1757.9695,94.2382,0.025773
1759.8985,94.9506,0.022502
1761.8274,94.5891,0.024159
1763.7563,94.6258,0.023990
1765.6853,94.4565,0.024768
1767.6142,94.3066,0.025458
1769.5431,94.5110,0.024518
1771.4721,94.3507,0.025255
1773.4010,94.2265,0.025827
1775.3299,94.3180,0.025406
1777.2589,93.5099,0.029142
1779.1878,94.0049,0.026849
1781.1167,93.3135,0.030055
1783.0457,93.1200,0.030957
1784.9746,93.0131,0.031456
1786.9035,92.8479,0.032228
1788.8325,92.6605,0.033105
1790.7614,92.1859,0.035336
1792.6903,92.4528,0.034080
1794.6193,92.3268,0.034672
1796.5482,92.6321,0.033239
1798.4771,92.8873,0.032044
1800.4061,93.1821,0.030668
1802.3350,93.6190,0.028636
1804.2640,93.4459,0.029440
1806.1929,93.5064,0.029159
1808.1218,94.0035,0.026856
1810.0508,94.1434,0.026210
1811.9797,94.3412,0.025299
1813.9086,94.6725,0.023776
1815.8376,94.7367,0.023482
1817.7665,94.7759,0.023302
1819.6954,95.1106,0.021771
1821.6244,94.7967,0.023207
1823.5533,95.2422,0.021171
1825.4822,95.5363,0.019832
1827.4112,95.1995,0.021365
1829.3401,95.5257,0.019880
1831.2690,95.1456,0.021611
1833.1980,95.4406,0.020267
1835.1269,95.6307,0.019403
1837.0558,95.9410,0.017996
1838.9848,95.2917,0.020945
1840.9137,95.0065,0.022247
1842.8426,95.7191,0.019002
1844.7716,95.2954,0.020928
1846.7005,95.6198,0.019452
1848.6294,95.5680,0.019688
1850.5584,95.4645,0.020158
1852.4873,95.5615,0.019717
1854.4162,95.4697,0.020135
1856.3452,95.4093,0.020409
1858.2741,95.4415,0.020263
1860.2030,95.5742,0.019659
1862.1320,95.7647,0.018795
1864.0609,95.7725,0.018759
1865.9898,95.6840,0.019161
1867.9188,95.4595,0.020181
1869.8477,95.4725,0.020122
1871.7766,95.8131,0.018575
1873.7056,95.8100,0.018589
1875.6345,95.6072,0.019509
1877.5634,96.0259,0.017612
1879.4924,95.5611,0.019719
1881.4213,95.6366,0.019376
1883.3502,95.2912,0.020947
1885.2792,95.8490,0.018412
1887.2081,96.0322,0.017583
1889.1370,95.6972,0.019101
1891.0660,95.6821,0.019169
1892.9949,95.3859,0.020516
1894.9238,95.7846,0.018704
1896.8528,95.8922,0.018217
1898.7817,95.5800,0.019633
1900.7107,95.7807,0.018722
1902.6396,95.2621,0.021080
1904.5685,96.0624,0.017447
1906.4975,95.4927,0.020030
1908.4264,95.9077,0.018146
1910.3553,95.8541,0.018389
1912.2843,95.4880,0.020051
1914.2132,95.7036,0.019072
1916.1421,95.9216,0.018084
1918.0711,95.4444,0.020249
1920.0000,95.4947,0.020021
1921.9289,95.4902,0.020041
1923.8579,95.9483,0.017963
1925.7868,95.9984,0.017736
1927.7157,95.7904,0.018678
1929.6447,95.6891,0.019137
1931.5736,95.6530,0.019301
1933.5025,95.5854,0.019609
1935.4315,95.7183,0.019005
1937.3604,95.5918,0.019579
1939.2893,95.5646,0.019703
1941.2183,95.7319,0.018943
1943.1472,95.6923,0.019123
1945.0761,95.6858,0.019153
1947.0051,95.9613,0.017904
1948.9340,95.9551,0.017932
1950.8629,95.8344,0.018479
1952.7919,95.9249,0.018069
1954.7208,95.6626,0.019258
1956.6497,95.5631,0.019710
1958.5787,95.7725,0.018759
1960.5076,95.7301,0.018951
1962.4365,95.3734,0.020573
1964.3655,95.7921,0.018671
1966.2944,95.9003,0.018180
1968.2233,95.8751,0.018294
1970.1523,95.8782,0.018280
1972.0812,95.8551,0.018385
1974.0101,96.0375,0.017559
1975.9391,95.6678,0.019234
1977.8680,95.9020,0.018172
1979.7969,96.0234,0.017623
1981.7259,95.5529,0.019756
1983.6548,95.5241,0.019887
1985.5837,95.7578,0.018826
1987.5127,95.6802,0.019178
1989.4416,95.6596,0.019271
1991.3705,95.9411,0.017995
1993.2995,95.9756,0.017839
1995.2284,96.0120,0.017675
1997.1574,95.8033,0.018619
1999.0863,95.7207,0.018994
2001.0152,96.0880,0.017331
2002.9442,96.4173,0.015845
2004.8731,96.3724,0.016047
2006.8020,95.6450,0.019338
2008.7310,95.6988,0.019094
2010.6599,95.9221,0.018081
2012.5888,95.7614,0.018809
2014.5178,95.8766,0.018288
2016.4467,96.1360,0.017114
2018.3756,95.9201,0.018091
2020.3046,95.7242,0.018978
2022.2335,96.1703,0.016959
2024.1624,96.1682,0.016969
2026.0914,95.9896,0.017776
2028.0203,96.1232,0.017172
2029.9492,95.8511,0.018403
2031.8782,96.0459,0.017521
2033.8071,95.8862,0.018244
2035.7360,95.8182,0.018552
2037.6650,96.5440,0.015275
2039.5939,96.0522,0.017493
2041.5228,96.2274,0.016701
2043.4518,95.8780,0.018281
2045.3807,95.8187,0.018550
2047.3096,96.0309,0.017589
2049.2386,95.9124,0.018125
2051.1675,96.0104,0.017682
2053.0964,96.1211,0.017181
2055.0254,96.0400,0.017548
2056.9543,95.7603,0.018815
2058.8832,96.0851,0.017344
2060.8122,96.2338,0.016672
2062.7411,95.8911,0.018222
2064.6700,95.6908,0.019130
2066.5990,96.1072,0.017244
2068.5279,95.7413,0.018901
2070.4568,95.5360,0.019833
2072.3858,95.9760,0.017837
2074.3147,95.8712,0.018312
2076.2436,95.8870,0.018240
2078.1726,96.0814,0.017360
2080.1015,95.8651,0.018339
2082.0304,96.0287,0.017599
2083.9594,96.0586,0.017464
2085.8883,96.0570,0.017471
2087.8173,95.9193,0.018094
2089.7462,95.8425,0.018442
2091.6751,95.5875,0.019599
2093.6041,95.8277,0.018509
2095.5330,95.8605,0.018361
2097.4619,95.9457,0.017975
2099.3909,95.5986,0.019549
2101.3198,95.8578,0.018372
2103.2487,95.8074,0.018601
2105.1777,95.7227,0.018985
2107.1066,95.8505,0.018406
2109.0355,95.4441,0.020251
2110.9645,95.6019,0.019534
2112.8934,95.4565,0.020195
2114.8223,95.5163,0.019923
2116.7513,94.8677,0.022882
