wavenumber_cm-1,transmittance_percent,absorbance
841.7259,89.5068,0.048144
843.6548,89.6791,0.047309
845.5838,89.4276,0.048529
847.5127,89.7997,0.046725
849.4416,89.5275,0.048044
851.3706,89.2329,0.049475
853.2995,89.2156,0.049559
855.2284,88.6353,0.052393
857.1574,87.9653,0.055689
859.0863,87.9635,0.055698
861.0152,87.5899,0.057546
862.9442,86.6664,0.062149
864.8731,86.0354,0.065323
866.8020,85.3081,0.069010
868.7310,84.8429,0.071384
870.6599,84.2946,0.074200
872.5888,83.8467,0.076514
874.5178,83.6293,0.077642
876.4467,83.4950,0.078340
878.3756,84.1121,0.075142
880.3046,84.3021,0.074162
882.2335,84.8337,0.071431
884.1624,84.8924,0.071131
886.0914,85.5234,0.067915
888.0203,85.7785,0.066622
889.9492,86.2531,0.064225
891.8782,85.6522,0.067262
893.8071,85.6112,0.067469
895.7360,85.5300,0.067881
897.6650,84.9920,0.070622
899.5939,84.6549,0.072348
901.5228,84.2959,0.074194
903.4518,83.8506,0.076494
905.3807,83.1812,0.079975
907.3096,82.5235,0.083423
909.2386,82.1054,0.085628
911.1675,81.6548,0.088018
913.0964,81.3781,0.089492
915.0254,81.5211,0.088730
916.9543,81.3390,0.089701
918.8832,81.2278,0.090295
920.8122,81.6246,0.088179
922.7411,81.8424,0.087022
924.6700,82.0426,0.085960
926.5990,82.7313,0.082330
928.5279,83.0374,0.080726
930.4569,83.1134,0.080329
932.3858,83.2774,0.079473
934.3147,83.9539,0.075959
936.2437,83.8585,0.076453
938.1726,84.1342,0.075027
940.1015,84.2815,0.074268
942.0305,84.2857,0.074246
943.9594,84.2104,0.074634
945.8883,84.0991,0.075209
947.8173,83.4529,0.078559
949.7462,83.5803,0.077896
951.6751,83.2124,0.079812
953.6041,82.6481,0.082767
955.5330,81.8329,0.087072
957.4619,81.1129,0.090910
959.3909,80.6890,0.093186
961.3198,79.7504,0.098267
963.2487,78.7332,0.103842
965.1777,77.4433,0.111016
967.1066,76.4561,0.116588
969.0355,75.2100,0.123725
970.9645,73.7525,0.132223
972.8934,72.0457,0.142392
974.8223,71.1154,0.148036
976.7513,69.2657,0.159482
978.6802,67.8415,0.168504
980.6091,66.3243,0.178327
982.5381,64.6127,0.189682
984.4670,62.6625,0.202992
986.3959,60.9976,0.214688
988.3249,59.1840,0.227796
990.2538,57.3773,0.241260
992.1827,55.8704,0.252818
994.1117,54.0606,0.267119
996.0406,52.5162,0.279707
997.9695,50.8866,0.293397
999.8985,49.5145,0.305268
1001.8274,48.0350,0.318442
1003.7563,46.6215,0.331414
1005.6853,45.2807,0.344087
1007.6142,44.2073,0.354506
1009.5431,43.0170,0.366360
1011.4721,42.0170,0.376575
1013.4010,40.9534,0.387710
1015.3299,40.3167,0.394515
1017.2589,39.4643,0.403795
1019.1878,38.7467,0.411765
1021.1167,38.0093,0.420110
1023.0457,37.4782,0.426221
1024.9746,37.1366,0.430198
1026.9035,36.6629,0.435773
1028.8325,36.3969,0.438935
1030.7614,36.1444,0.441959
1032.6904,36.1150,0.442312
1034.6193,35.9836,0.443895
1036.5482,36.0541,0.443045
1038.4772,36.0132,0.443539
1040.4061,35.9240,0.444615
1042.3350,36.3164,0.439897
1044.2640,36.5813,0.436741
1046.1929,36.7338,0.434935
1048.1218,37.0682,0.430999
1050.0508,37.5214,0.425721
1051.9797,37.9265,0.421057
1053.9086,38.3738,0.415965
1055.8376,38.8801,0.410273
1057.7665,39.2930,0.405684
1059.6954,39.9065,0.398956
1061.6244,40.2529,0.395203
1063.5533,40.8449,0.388862
1065.4822,41.1849,0.385262
1067.4112,41.9871,0.376884
1069.3401,42.5324,0.371280
1071.2690,43.2092,0.364424
1073.1980,44.0981,0.355580
1075.1269,44.5988,0.350677
1077.0558,45.3304,0.343610
1078.9848,46.4077,0.333410
1080.9137,47.3776,0.324426
1082.8426,48.4083,0.315080
1084.7716,49.4383,0.305936
1086.7005,50.4397,0.297228
1088.6294,51.6257,0.287134
1090.5584,52.8302,0.277118
1092.4873,54.1323,0.266544
1094.4162,55.1577,0.258394
1096.3452,56.5392,0.247650
1098.2741,57.8547,0.237661
1100.2030,58.9961,0.229177
1102.1320,60.4589,0.218540
1104.0609,61.9523,0.207943
1105.9898,63.0706,0.200173
1107.9188,64.4539,0.190751
1109.8477,65.9254,0.180948
1111.7766,66.7092,0.175815
1113.7056,68.0358,0.167262
1115.6345,69.0874,0.160601
1117.5634,70.5369,0.151584
1119.4924,71.6807,0.144598
1121.4213,72.9231,0.137135
1123.3502,74.3017,0.129002
1125.2792,75.0438,0.124685
1127.2081,76.2042,0.118021
1129.1371,77.2329,0.112198
1131.0660,77.8141,0.108942
1132.9949,78.9473,0.102663
1134.9239,79.5208,0.099519
1136.8528,80.5794,0.093776
1138.7817,81.1378,0.090777
1140.7107,82.0186,0.086088
1142.6396,82.4392,0.083866
1144.5685,82.9090,0.081398
1146.4975,83.5506,0.078050
1148.4264,83.6290,0.077643
1150.3553,84.3280,0.074028
1152.2843,84.5156,0.073063
1154.2132,84.9953,0.070605
1156.1421,85.3471,0.068811
1158.0711,85.5310,0.067876
1160.0000,85.5901,0.067576
1161.9289,86.0709,0.065144
1163.8579,86.0103,0.065449
1165.7868,86.7192,0.061885
1167.7157,87.1522,0.059721
1169.6447,86.7877,0.061542
1171.5736,87.1928,0.059519
1173.5025,87.5146,0.057920
1175.4315,87.5664,0.057663
1177.3604,88.2970,0.054054
1179.2893,88.2167,0.054449
1181.2183,88.4833,0.053139
1183.1472,88.7463,0.051850
1185.0761,88.8855,0.051169
1187.0051,89.2246,0.049516
1188.9340,89.2953,0.049171
1190.8629,89.6199,0.047596
1192.7919,89.9235,0.046127
1194.7208,89.9844,0.045833
1196.6497,90.1339,0.045112
1198.5787,90.3126,0.044252
1200.5076,90.0217,0.045653
1202.4365,90.3465,0.044089
1204.3655,90.8821,0.041522
1206.2944,90.7355,0.042223
1208.2233,90.8741,0.041560
1210.1523,90.8204,0.041817
1212.0812,90.6918,0.042432
1214.0101,91.0702,0.040624
1215.9391,90.6612,0.042579
1217.8680,90.9482,0.041206
1219.7969,91.1515,0.040236
1221.7259,91.1731,0.040133
1223.6548,91.3631,0.039229
1225.5838,91.3099,0.039482
1227.5127,91.2183,0.039918
1229.4416,91.2982,0.039538
1231.3706,90.8575,0.041639
1233.2995,91.2263,0.039880
1235.2284,91.2529,0.039754
1237.1574,90.8759,0.041551
1239.0863,90.9508,0.041193
1241.0152,90.8309,0.041766
1242.9442,90.8684,0.041587
1244.8731,90.8650,0.041603
1246.8020,90.4204,0.043734
1248.7310,90.8002,0.041913
1250.6599,90.6976,0.042404
1252.5888,90.4392,0.043643
1254.5178,90.7603,0.042104
1256.4467,90.5870,0.042934
1258.3756,90.3563,0.044041
1260.3046,90.2484,0.044561
1262.2335,90.3929,0.043866
1264.1624,90.4821,0.043437
1266.0914,90.6877,0.042452
1268.0203,90.5785,0.042975
1269.9492,90.5791,0.042972
1271.8782,90.7401,0.042201
1273.8071,90.7000,0.042393
1275.7360,91.1256,0.040359
1277.6650,90.7205,0.042294
1279.5939,91.2258,0.039883
1281.5228,91.1908,0.040049
1283.4518,90.9095,0.041391
1285.3807,91.1998,0.040006
1287.3096,91.2571,0.039733
1289.2386,91.0600,0.040672
1291.1675,91.6009,0.038100
1293.0964,91.6463,0.037885
1295.0254,91.7108,0.037580
1296.9543,91.9388,0.036501
1298.8832,91.7728,0.037286
1300.8122,91.6433,0.037899
1302.7411,91.7204,0.037534
1304.6700,92.2656,0.034960
1306.5990,91.9777,0.036318
1308.5279,91.8229,0.037049
1310.4568,91.9387,0.036501
1312.3858,91.8456,0.036942
1314.3147,92.1360,0.035571
1316.2436,91.9652,0.036376
1318.1726,92.0374,0.036036
1320.1015,91.9019,0.036676
1322.0305,92.1264,0.035616
1323.9594,91.9429,0.036482
1325.8883,92.1518,0.035496
1327.8173,92.1474,0.035517
1329.7462,91.8904,0.036730
1331.6751,91.5444,0.038368
1333.6041,91.6447,0.037893
1335.5330,91.4416,0.038856
1337.4619,91.9560,0.036420
1339.3909,91.5274,0.038449
1341.3198,91.3177,0.039445
1343.2487,90.8797,0.041533
1345.1777,91.4123,0.038996
1347.1066,90.9318,0.041284
1349.0355,90.5519,0.043102
1350.9645,90.4690,0.043500
1352.8934,90.4253,0.043710
1354.8223,89.8298,0.046579
1356.7513,89.9374,0.046060
1358.6802,89.8915,0.046281
1360.6091,89.2558,0.049364
1362.5381,89.1233,0.050009
1364.4670,89.0416,0.050407
1366.3959,88.4487,0.053309
1368.3249,88.1207,0.054922
1370.2538,87.6443,0.057277
1372.1827,87.5856,0.057567
1374.1117,86.9198,0.060881
1376.0406,86.3656,0.063659
1377.9695,85.6545,0.067250
1379.8985,85.7676,0.066677
1381.8274,85.7250,0.066892
1383.7563,85.2765,0.069171
1385.6853,85.4036,0.068524
1387.6142,84.7714,0.071751
1389.5431,84.8171,0.071517
1391.4721,84.5032,0.073127
1393.4010,84.1636,0.074876
1395.3299,84.1441,0.074976
1397.2589,84.3665,0.073830
1399.1878,83.7457,0.077038
1401.1167,83.2021,0.079866
1403.0457,83.1896,0.079931
1404.9746,82.9592,0.081135
1406.9035,83.0798,0.080505
1408.8325,83.1027,0.080385
1410.7614,82.5117,0.083484
1412.6903,82.6229,0.082900
1414.6193,82.3343,0.084419
1416.5482,82.3950,0.084099
1418.4772,82.4082,0.084030
1420.4061,82.1551,0.085365
1422.3350,82.2452,0.084890
1424.2640,82.1179,0.085562
1426.1929,82.4078,0.084032
1428.1218,82.5502,0.083282
1430.0508,81.8420,0.087024
1431.9797,82.1721,0.085276
1433.9086,82.3263,0.084461
1435.8376,82.4626,0.083743
1437.7665,82.8141,0.081896
1439.6954,82.6673,0.082666
1441.6244,82.3843,0.084156
1443.5533,82.7380,0.082295
1445.4822,82.9083,0.081402
1447.4112,83.0331,0.080749
1449.3401,83.3727,0.078976
1451.2690,83.2272,0.079735
1453.1980,83.4293,0.078682
1455.1269,83.6939,0.077306
1457.0558,83.9108,0.076182
1458.9848,84.3162,0.074089
1460.9137,84.8962,0.071112
1462.8426,85.1400,0.069867
1464.7716,85.5310,0.067876
1466.7005,85.7575,0.066728
1468.6294,86.4703,0.063133
1470.5584,86.9265,0.060848
1472.4873,86.9323,0.060819
1474.4162,87.7435,0.056785
1476.3452,88.0381,0.055330
1478.2741,88.5460,0.052831
1480.2030,88.8329,0.051426
1482.1320,89.1147,0.050050
1484.0609,89.1709,0.049777
1485.9898,89.5319,0.048022
1487.9188,89.9263,0.046113
1489.8477,90.0159,0.045681
1491.7766,90.3873,0.043893
1493.7056,90.1042,0.045255
1495.6345,90.4092,0.043787
1497.5634,90.5856,0.042941
1499.4924,90.3957,0.043852
1501.4213,90.3822,0.043917
1503.3502,90.7342,0.042229
1505.2792,90.6079,0.042834
1507.2081,90.6500,0.042632
1509.1371,90.8611,0.041622
1511.0660,90.4907,0.043396
1512.9949,91.1724,0.040137
1514.9239,91.5607,0.038291
1516.8528,91.3139,0.039463
1518.7817,91.7432,0.037426
1520.7107,91.5208,0.038480
1522.6396,91.8385,0.036975
1524.5685,91.9547,0.036426
1526.4975,92.2292,0.035131
1528.4264,92.2554,0.035008
1530.3553,92.4074,0.034293
1532.2843,92.4368,0.034155
1534.2132,92.4460,0.034112
1536.1421,92.2831,0.034878
1538.0711,92.4768,0.033967
1540.0000,92.0255,0.036092
1541.9289,92.4059,0.034300
1543.8579,92.4090,0.034286
1545.7868,91.6707,0.037770
1547.7157,91.8785,0.036786
1549.6447,91.7795,0.037254
1551.5736,91.5341,0.038417
1553.5025,91.5226,0.038472
1555.4315,91.7071,0.037597
1557.3604,91.3603,0.039242
1559.2893,91.8362,0.036986
1561.2183,91.3506,0.039289
1563.1472,91.6629,0.037807
1565.0761,91.8566,0.036890
1567.0051,91.9344,0.036522
1568.9340,92.0436,0.036006
1570.8629,92.1143,0.035673
1572.7919,92.4268,0.034202
1574.7208,92.3802,0.034421
1576.6497,92.7355,0.032754
1578.5787,92.5576,0.033588
1580.5076,92.6937,0.032950
1582.4365,92.7486,0.032693
1584.3655,92.8805,0.032075
1586.2944,93.3297,0.029980
1588.2233,93.2086,0.030544
1590.1523,93.3058,0.030091
1592.0812,93.1554,0.030792
1594.0101,93.6104,0.028676
1595.9391,93.2921,0.030155
1597.8680,93.3868,0.029714
1599.7969,93.3619,0.029830
1601.7259,93.2245,0.030470
1603.6548,92.8398,0.032266
1605.5838,93.0870,0.031111
1607.5127,92.9605,0.031702
1609.4416,92.7582,0.032648
1611.3706,92.5001,0.033858
1613.2995,92.7610,0.032635
1615.2284,92.3908,0.034371
1617.1574,91.9345,0.036521
1619.0863,91.9458,0.036468
1621.0152,91.6311,0.037957
1622.9442,91.6166,0.038026
1624.8731,91.6888,0.037684
1626.8020,91.4593,0.038772
1628.7310,91.2230,0.039896
1630.6599,90.9388,0.041251
1632.5888,90.5288,0.043213
1634.5178,90.7567,0.042121
1636.4467,90.3130,0.044250
1638.3756,90.0121,0.045699
1640.3046,90.0979,0.045286
1642.2335,89.8829,0.046323
1644.1624,89.8298,0.046580
1646.0914,89.7708,0.046865
1648.0203,89.4342,0.048496
1649.9492,89.5933,0.047724
1651.8782,89.7513,0.046959
1653.8071,90.0038,0.045739
1655.7360,89.9441,0.046027
1657.6650,90.4013,0.043825
1659.5939,89.8606,0.046431
1661.5228,90.1031,0.045260
1663.4518,90.4966,0.043368
1665.3807,90.9044,0.041415
1667.3096,91.0318,0.040807
1669.2386,90.7801,0.042009
1671.1675,91.2429,0.039801
1673.0964,91.6625,0.037808
1675.0254,91.7107,0.037580
1676.9543,91.5622,0.038284
1678.8832,91.8645,0.036852
1680.8122,91.7535,0.037377
1682.7411,91.9538,0.036430
1684.6700,92.1787,0.035369
1686.5990,92.5519,0.033615
1688.5279,92.9965,0.031533
1690.4568,92.4415,0.034133
1692.3858,92.4935,0.033889
1694.3147,92.7115,0.032867
1696.2436,92.4631,0.034031
1698.1726,92.5343,0.033697
1700.1015,92.1738,0.035392
1702.0304,92.3496,0.034565
1703.9594,92.0793,0.035838
1705.8883,92.2224,0.035164
1707.8173,92.1497,0.035506
1709.7462,91.9861,0.036278
1711.6751,92.1046,0.035719
1713.6041,92.2126,0.035210
1715.5330,92.0681,0.035891
1717.4619,92.3547,0.034541
1719.3909,92.6904,0.032965
1721.3198,92.5172,0.033778
1723.2487,92.9519,0.031742
1725.1777,92.8190,0.032363
1727.1066,93.0793,0.031147
1729.0355,92.9784,0.031618
1730.9645,93.7428,0.028062
1732.8934,93.5560,0.028928
1734.8223,93.9759,0.026983
1736.7513,93.8692,0.027477
1738.6802,94.2746,0.025605
1740.6091,94.1166,0.026334
1742.5381,94.1938,0.025978
1744.4670,94.6815,0.023735
1746.3959,94.6855,0.023716
1748.3249,94.5021,0.024558
1750.2538,94.9348,0.022575
1752.1827,94.8842,0.022806
1754.1117,94.7034,0.023634
1756.0406,95.1646,0.021524
1757.9695,94.8825,0.022814
1759.8985,94.8067,0.023161
1761.8274,94.9420,0.022542
1763.7563,94.7045,0.023629
1765.6853,95.0991,0.021824
1767.6142,95.1610,0.021541
1769.5431,94.9929,0.022309
1771.4721,95.0921,0.021855
1773.4010,94.6182,0.024026
1775.3299,95.1630,0.021532
1777.2589,94.6894,0.023699
1779.1878,94.2480,0.025728
1781.1167,94.4235,0.024920
1783.0457,93.5587,0.028916
1784.9746,93.9196,0.027244
1786.9035,93.6402,0.028538
1788.8325,93.3446,0.029911
1790.7614,93.8435,0.027596
1792.6903,93.5192,0.029099
1794.6193,93.1361,0.030882
1796.5482,93.2864,0.030182
1798.4771,93.3069,0.030086
1800.4061,93.8082,0.027759
1802.3350,93.9001,0.027334
1804.2640,94.1123,0.026353
1806.1929,94.2451,0.025741
1808.1218,94.3186,0.025403
1810.0508,94.5480,0.024348
1811.9797,94.7363,0.023483
1813.9086,94.9342,0.022577
1815.8376,95.0578,0.022012
1817.7665,95.3237,0.020799
1819.6954,95.0431,0.022079
1821.6244,95.2677,0.021054
1823.5533,95.4103,0.020405
1825.4822,95.2856,0.020973
1827.4112,95.5415,0.019808
1829.3401,95.4653,0.020154
1831.2690,95.5229,0.019893
1833.1980,95.8519,0.018399
1835.1269,95.6886,0.019140
1837.0558,95.2520,0.021126
1838.9848,95.8132,0.018575
1840.9137,95.8983,0.018189
1842.8426,95.8656,0.018337
1844.7716,95.6233,0.019436
1846.7005,95.7309,0.018948
1848.6294,95.8867,0.018241
1850.5584,95.9878,0.017784
1852.4873,96.1102,0.017230
1854.4162,95.6389,0.019366
1856.3452,95.5948,0.019566
1858.2741,96.1113,0.017226
1860.2030,95.7688,0.018776
1862.1320,95.6586,0.019276
1864.0609,95.8815,0.018265
1865.9898,95.8739,0.018300
1867.9188,95.8510,0.018403
1869.8477,95.7613,0.018810
1871.7766,95.7391,0.018911
1873.7056,95.9129,0.018123
1875.6345,95.7865,0.018696
1877.5634,95.3899,0.020498
1879.4924,96.0070,0.017697
1881.4213,95.7789,0.018730
1883.3502,95.5766,0.019648
1885.2792,96.1895,0.016872
1887.2081,95.3094,0.020864
1889.1370,95.9787,0.017825
1891.0660,95.8574,0.018374
1892.9949,96.2068,0.016794
1894.9238,95.8677,0.018328
1896.8528,95.4333,0.020300
1898.7817,96.0574,0.017469
1900.7107,96.0665,0.017428
1902.6396,95.6493,0.019318
1904.5685,95.8859,0.018245
1906.4975,95.8486,0.018414
1908.4264,95.8606,0.018360
1910.3553,95.7279,0.018961
1912.2843,95.8092,0.018593
1914.2132,96.1673,0.016973
1916.1421,96.1344,0.017121
1918.0711,96.0853,0.017343
1920.0000,96.0528,0.017490
1921.9289,96.3110,0.016324
1923.8579,95.6288,0.019411
1925.7868,96.0576,0.017468
1927.7157,96.0762,0.017384
1929.6447,95.6295,0.019408
1931.5736,96.4167,0.015848
1933.5025,95.9348,0.018024
1935.4315,96.2570,0.016568
1937.3604,95.6880,0.019143
1939.2893,95.9265,0.018062
1941.2183,96.0964,0.017293
1943.1472,96.1609,0.017002
1945.0761,95.8359,0.018472
1947.0051,95.7790,0.018730
1948.9340,96.0691,0.017416
1950.8629,95.7103,0.019041
1952.7919,95.7152,0.019019
1954.7208,96.1857,0.016889
1956.6497,95.8244,0.018524
1958.5787,95.9306,0.018043
1960.5076,96.2990,0.016378
1962.4365,96.1203,0.017185
1964.3655,96.2454,0.016620
1966.2944,95.7784,0.018732
1968.2233,95.9933,0.017759
1970.1523,95.8376,0.018464
1972.0812,95.9818,0.017811
1974.0101,96.1027,0.017264
1975.9391,95.9763,0.017836
1977.8680,96.0085,0.017690
1979.7969,96.3553,0.016124
1981.7259,96.0148,0.017662
1983.6548,95.9264,0.018062
1985.5837,96.3420,0.016184
1987.5127,96.0845,0.017347
1989.4416,96.5846,0.015092
1991.3705,96.1298,0.017142
1993.2995,96.2977,0.016384
1995.2284,96.4243,0.015813
1997.1574,96.0196,0.017640
1999.0863,96.2477,0.016610
2001.0152,96.1590,0.017010
2002.9442,96.4861,0.015535
2004.8731,96.0354,0.017569
2006.8020,96.1157,0.017206
2008.7310,96.1265,0.017157
2010.6599,96.0836,0.017351
2012.5888,96.1869,0.016884
2014.5178,95.7906,0.018677
2016.4467,96.4315,0.015781
2018.3756,96.1767,0.016930
2020.3046,96.4975,0.015484
2022.2335,96.2843,0.016444
2024.1624,96.2811,0.016459
2026.0914,96.2389,0.016649
2028.0203,95.9523,0.017945
2029.9492,96.1690,0.016965
2031.8782,96.1307,0.017138
2033.8071,96.3847,0.015992
2035.7360,96.3634,0.016088
2037.6650,96.5276,0.015349
2039.5939,96.4603,0.015651
2041.5228,95.8468,0.018422
2043.4518,96.0321,0.017584
2045.3807,96.0808,0.017363
2047.3096,96.4377,0.015753
2049.2386,96.0421,0.017538
2051.1675,96.0908,0.017318
2053.0964,96.0744,0.017392
2055.0254,96.4721,0.015598
2056.9543,96.1834,0.016900
2058.8832,96.4995,0.015475
2060.8122,96.1908,0.016867
2062.7411,96.1240,0.017168
2064.6700,96.0906,0.017319
2066.5990,96.0876,0.017333
2068.5279,96.5229,0.015370
2070.4568,96.4445,0.015722
2072.3858,96.1436,0.017079
2074.3147,96.2941,0.016400
2076.2436,96.5363,0.015309
2078.1726,96.3503,0.016147
2080.1015,95.7400,0.018907
2082.0304,96.6823,0.014653
2083.9594,96.1760,0.016933
2085.8883,96.1116,0.017224
2087.8173,96.2490,0.016604
2089.7462,96.1347,0.017120
2091.6751,95.8421,0.018444
2093.6041,96.1847,0.016894
2095.5330,96.1383,0.017103
2097.4619,96.1760,0.016933
2099.3909,96.1031,0.017263
2101.3198,96.0294,0.017596
2103.2487,96.1950,0.016847
2105.1777,95.9337,0.018029
2107.1066,95.8725,0.018306
2109.0355,95.6878,0.019144
2110.9645,96.0152,0.017660
2112.8934,95.9985,0.017736
2114.8223,95.7191,0.019002
2116.7513,95.8036,0.018618
