wavenumber_cm-1,transmittance_percent,absorbance
1262.2335,88.5362,0.052879
1264.1624,88.8902,0.051146
1266.0914,88.7368,0.051896
1268.0203,88.7353,0.051904
1269.9492,88.6397,0.052372
1271.8782,88.8634,0.051277
1273.8071,88.9645,0.050783
1275.7360,89.2630,0.049329
1277.6650,89.2878,0.049208
1279.5939,89.0567,0.050333
1281.5228,89.8021,0.046714
1283.4518,89.6041,0.047672
1285.3807,89.9721,0.045892
1287.3096,90.2098,0.044746
1289.2386,90.4684,0.043503
1291.1675,90.5366,0.043176
1293.0964,90.6817,0.042480
1295.0254,90.7378,0.042212
1296.9543,90.5600,0.043064
1298.8832,91.1674,0.040161
1300.8122,90.8855,0.041506
1302.7411,91.3567,0.039259
1304.6700,91.3498,0.039292
1306.5990,91.6899,0.037679
1308.5279,91.7489,0.037399
1310.4568,91.7702,0.037298
1312.3858,91.7345,0.037467
1314.3147,91.9239,0.036571
1316.2436,92.0252,0.036093
1318.1726,91.9785,0.036314
1320.1015,92.3991,0.034332
1322.0305,91.9147,0.036615
1323.9594,92.2629,0.034973
1325.8883,92.0121,0.036155
1327.8173,92.0240,0.036099
1329.7462,92.1112,0.035687
1331.6751,92.0133,0.036149
1333.6041,92.0377,0.036034
1335.5330,92.1191,0.035650
1337.4619,92.3330,0.034643
1339.3909,92.0664,0.035899
1341.3198,92.3178,0.034715
1343.2487,92.1074,0.035705
1345.1777,91.9396,0.036497
1347.1066,91.5189,0.038489
1349.0355,91.7290,0.037493
1350.9645,91.6392,0.037919
1352.8934,91.7217,0.037528
1354.8223,91.7757,0.037272
1356.7513,91.7155,0.037557
1358.6802,91.6065,0.038074
1360.6091,91.2408,0.039811
1362.5381,91.1646,0.040174
1364.4670,91.0664,0.040642
1366.3959,90.6133,0.042808
1368.3249,90.8331,0.041756
1370.2538,90.5255,0.043229
1372.1827,90.2178,0.044708
1374.1117,89.3716,0.048800
1376.0406,89.7505,0.046963
1377.9695,89.4778,0.048285
1379.8985,88.8118,0.051529
1381.8274,88.7239,0.051959
1383.7563,88.7439,0.051862
1385.6853,88.4436,0.053334
1387.6142,88.2724,0.054175
1389.5431,88.1173,0.054939
1391.4721,87.9726,0.055653
1393.4010,88.1716,0.054671
1395.3299,87.8889,0.056066
1397.2589,88.3323,0.053880
1399.1878,87.8997,0.056013
1401.1167,88.1067,0.054991
1403.0457,87.8737,0.056141
1404.9746,87.8188,0.056413
1406.9035,87.4522,0.058229
1408.8325,87.3952,0.058512
1410.7614,87.5242,0.057872
1412.6903,87.4690,0.058146
1414.6193,87.8199,0.056407
1416.5482,87.1304,0.059831
1418.4772,87.4656,0.058163
1420.4061,87.3911,0.058533
1422.3350,87.2278,0.059345
1424.2640,87.2919,0.059026
1426.1929,87.1652,0.059657
1428.1218,87.0105,0.060429
1430.0508,86.9444,0.060759
1431.9797,86.8844,0.061058
1433.9086,86.8050,0.061455
1435.8376,86.7115,0.061923
1437.7665,87.0200,0.060381
1439.6954,86.7448,0.061757
1441.6244,86.6346,0.062309
1443.5533,86.5504,0.062731
1445.4822,86.7025,0.061968
1447.4112,85.9748,0.065629
1449.3401,86.1953,0.064517
1451.2690,85.8445,0.066288
1453.1980,85.9655,0.065676
1455.1269,85.7773,0.066628
1457.0558,85.8802,0.066107
1458.9848,85.9938,0.065533
1460.9137,86.1798,0.064595
1462.8426,86.5534,0.062716
1464.7716,87.0143,0.060409
1466.7005,87.2704,0.059133
1468.6294,87.5220,0.057883
1470.5584,87.7632,0.056688
1472.4873,88.5079,0.053018
1474.4162,88.8147,0.051515
1476.3452,89.1611,0.049825
1478.2741,89.7108,0.047155
1480.2030,89.8548,0.046459
1482.1320,90.5913,0.042914
1484.0609,90.5260,0.043227
1485.9898,90.2193,0.044700
1487.9188,90.3024,0.044301
1489.8477,91.0495,0.040722
1491.7766,90.7601,0.042105
1493.7056,90.7426,0.042189
1495.6345,90.5040,0.043332
1497.5634,90.5263,0.043225
1499.4924,90.2377,0.044612
1501.4213,90.1679,0.044948
1503.3502,90.0918,0.045315
1505.2792,89.7500,0.046966
1507.2081,90.4405,0.043637
1509.1371,89.9962,0.045776
1511.0660,89.6627,0.047388
1512.9949,89.9303,0.046094
1514.9239,90.0468,0.045532
1516.8528,89.9172,0.046157
1518.7817,90.2182,0.044706
1520.7107,90.5092,0.043307
1522.6396,90.8226,0.041806
1524.5685,90.9029,0.041422
1526.4975,90.9847,0.041032
1528.4264,90.9881,0.041016
1530.3553,90.5589,0.043069
1532.2843,91.1229,0.040372
1534.2132,90.7470,0.042167
1536.1421,91.1171,0.040400
1538.0711,90.5246,0.043233
1540.0000,90.1891,0.044846
1541.9289,90.5488,0.043117
1543.8579,90.0164,0.045678
1545.7868,90.0604,0.045466
1547.7157,89.6211,0.047590
1549.6447,89.9162,0.046162
1551.5736,89.7303,0.047061
1553.5025,89.3037,0.049131
1555.4315,89.6709,0.047349
1557.3604,89.3875,0.048723
1559.2893,89.2505,0.049389
1561.2183,89.0153,0.050535
1563.1472,89.5880,0.047750
1565.0761,89.2512,0.049386
1567.0051,89.2993,0.049152
1568.9340,89.7859,0.046792
1570.8629,89.8711,0.046380
1572.7919,90.0747,0.045397
1574.7208,90.3834,0.043911
1576.6497,90.0859,0.045343
1578.5787,90.6158,0.042796
1580.5076,90.6326,0.042716
1582.4365,90.7876,0.041973
1584.3655,91.2593,0.039723
1586.2944,91.2117,0.039950
1588.2233,91.0711,0.040619
1590.1523,91.4384,0.038872
1592.0812,91.1479,0.040253
1594.0101,91.2013,0.039999
1595.9391,91.5626,0.038282
1597.8680,91.1730,0.040134
1599.7969,91.2051,0.039981
1601.7259,90.9766,0.041070
1603.6548,90.9888,0.041012
1605.5838,91.0786,0.040584
1607.5127,90.7533,0.042137
1609.4416,90.5515,0.043104
1611.3706,90.0294,0.045616
1613.2995,90.1084,0.045235
1615.2284,90.0101,0.045709
1617.1574,89.3847,0.048737
1619.0863,89.3899,0.048711
1621.0152,88.4610,0.053248
1622.9442,88.3696,0.053697
1624.8731,88.1796,0.054632
1626.8020,87.9420,0.055804
1628.7310,87.4426,0.058277
1630.6599,87.2052,0.059458
1632.5888,87.0315,0.060324
1634.5178,86.6357,0.062303
1636.4467,86.5653,0.062656
1638.3756,86.1781,0.064603
1640.3046,86.4340,0.063315
1642.2335,85.8272,0.066375
1644.1624,86.0492,0.065253
1646.0914,85.7522,0.066755
1648.0203,85.7139,0.066949
1649.9492,85.8717,0.066150
1651.8782,85.5203,0.067931
1653.8071,86.0756,0.065120
1655.7360,86.2676,0.064152
1657.6650,86.6240,0.062362
1659.5939,86.8213,0.061374
1661.5228,86.8758,0.061101
1663.4518,87.4266,0.058356
1665.3807,87.1900,0.059533
1667.3096,87.5306,0.057840
1669.2386,88.0156,0.055441
1671.1675,88.3581,0.053754
1673.0964,88.7211,0.051973
1675.0254,88.7497,0.051833
1676.9543,89.3579,0.048867
1678.8832,89.2452,0.049415
1680.8122,89.8253,0.046601
1682.7411,89.7037,0.047190
1684.6700,89.7630,0.046903
1686.5990,90.2424,0.044589
1688.5279,89.7149,0.047135
1690.4568,90.2467,0.044569
1692.3858,90.2450,0.044577
1694.3147,90.2699,0.044457
1696.2436,89.8124,0.046664
1698.1726,89.4380,0.048478
1700.1015,89.5808,0.047785
1702.0304,89.3610,0.048852
1703.9594,89.3592,0.048861
1705.8883,89.1617,0.049822
1707.8173,88.7722,0.051723
1709.7462,88.7195,0.051981
1711.6751,88.4262,0.053419
1713.6041,88.1701,0.054679
1715.5330,88.1801,0.054629
1717.4619,88.1834,0.054613
1719.3909,88.3585,0.053752
1721.3198,88.4936,0.053088
1723.2487,88.5832,0.052648
1725.1777,88.8660,0.051264
1727.1066,89.4685,0.048330
1729.0355,89.3709,0.048804
1730.9645,90.0684,0.045427
1732.8934,90.5206,0.043252
1734.8223,90.8357,0.041743
1736.7513,90.9460,0.041216
1738.6802,91.7168,0.037551
1740.6091,92.0272,0.036084
1742.5381,92.1164,0.035663
1744.4670,92.3606,0.034513
1746.3959,92.6907,0.032964
1748.3249,92.8059,0.032424
1750.2538,93.0918,0.031088
1752.1827,93.7839,0.027872
1754.1117,94.1498,0.026180
1756.0406,93.5439,0.028984
1757.9695,93.9125,0.027277
1759.8985,94.0178,0.026790
1761.8274,94.1236,0.026302
1763.7563,94.0297,0.026735
1765.6853,94.3549,0.025236
1767.6142,94.4085,0.024989
1769.5431,94.6749,0.023765
1771.4721,94.2355,0.025786
1773.4010,94.6656,0.023808
1775.3299,94.3753,0.025142
1777.2589,94.2918,0.025526
1779.1878,94.2651,0.025649
1781.1167,94.3237,0.025379
1783.0457,93.8851,0.027403
1784.9746,94.3067,0.025457
1786.9035,94.3650,0.025189
1788.8325,94.1458,0.026199
1790.7614,93.7452,0.028051
1792.6903,93.7382,0.028084
1794.6193,93.7111,0.028209
1796.5482,93.5106,0.029139
1798.4771,93.8028,0.027784
1800.4061,93.8691,0.027478
1802.3350,94.1083,0.026372
1804.2640,94.4791,0.024664
1806.1929,94.5412,0.024379
1808.1218,94.4723,0.024695
1810.0508,95.0774,0.021923
1811.9797,94.6398,0.023926
1813.9086,94.8992,0.022737
1815.8376,94.8730,0.022857
1817.7665,95.1051,0.021796
1819.6954,95.1644,0.021525
1821.6244,94.8364,0.023025
1823.5533,95.0636,0.021986
1825.4822,95.0822,0.021901
1827.4112,95.5389,0.019820
1829.3401,95.3710,0.020584
1831.2690,95.3219,0.020807
1833.1980,95.5718,0.019670
1835.1269,95.5197,0.019907
1837.0558,95.2324,0.021215
1838.9848,95.5533,0.019754
1840.9137,95.4186,0.020367
1842.8426,95.4193,0.020364
1844.7716,95.3297,0.020772
1846.7005,95.4487,0.020230
1848.6294,95.2974,0.020919
1850.5584,95.5619,0.019715
1852.4873,95.4515,0.020217
1854.4162,95.3075,0.020873
1856.3452,95.3794,0.020546
1858.2741,95.0923,0.021855
1860.2030,95.5501,0.019769
1862.1320,95.5337,0.019843
1864.0609,95.4124,0.020395
1865.9898,95.3841,0.020524
1867.9188,95.4056,0.020426
1869.8477,95.6596,0.019271
1871.7766,95.3629,0.020621
1873.7056,95.2057,0.021337
1875.6345,95.9136,0.018120
1877.5634,95.4664,0.020149
1879.4924,95.5418,0.019807
1881.4213,95.9127,0.018124
1883.3502,95.3543,0.020660
1885.2792,95.5784,0.019640
1887.2081,95.7224,0.018987
1889.1370,95.4664,0.020150
1891.0660,95.2466,0.021150
1892.9949,95.7309,0.018948
1894.9238,95.4517,0.020216
1896.8528,95.5488,0.019775
1898.7817,95.8552,0.018384
1900.7107,95.7604,0.018814
1902.6396,95.5953,0.019563
1904.5685,95.4359,0.020288
1906.4975,95.8225,0.018532
1908.4264,95.3327,0.020758
1910.3553,95.6794,0.019182
1912.2843,95.5465,0.019785
1914.2132,95.6430,0.019347
1916.1421,95.5973,0.019554
1918.0711,95.5533,0.019754
1920.0000,95.6066,0.019512
1921.9289,95.8743,0.018298
1923.8579,95.6664,0.019240
1925.7868,95.8500,0.018408
1927.7157,96.1457,0.017070
1929.6447,95.5491,0.019773
1931.5736,95.8311,0.018494
1933.5025,95.6510,0.019310
1935.4315,95.1998,0.021364
1937.3604,95.3757,0.020562
1939.2893,95.5208,0.019902
1941.2183,95.6346,0.019385
1943.1472,95.6594,0.019272
1945.0761,95.9540,0.017937
1947.0051,95.8459,0.018427
1948.9340,95.4836,0.020071
1950.8629,95.7220,0.018988
1952.7919,95.8068,0.018604
1954.7208,95.7726,0.018759
1956.6497,95.4777,0.020098
1958.5787,95.8637,0.018346
1960.5076,95.7416,0.018900
1962.4365,95.5717,0.019671
1964.3655,95.6868,0.019148
1966.2944,96.2754,0.016484
1968.2233,95.9140,0.018118
1970.1523,95.7567,0.018831
1972.0812,95.6517,0.019307
1974.0101,95.9596,0.017912
1975.9391,95.9889,0.017779
1977.8680,95.5358,0.019834
1979.7969,95.8049,0.018612
1981.7259,95.7920,0.018671
1983.6548,95.4960,0.020015
1985.5837,95.8520,0.018399
1987.5127,95.8559,0.018381
1989.4416,95.6282,0.019414
1991.3705,95.9512,0.017950
1993.2995,95.6835,0.019163
1995.2284,95.3895,0.020499
1997.1574,96.1184,0.017194
1999.0863,95.5999,0.019543
2001.0152,96.0636,0.017441
2002.9442,95.7922,0.018670
2004.8731,95.5613,0.019718
2006.8020,95.7239,0.018979
2008.7310,95.6754,0.019200
2010.6599,96.1322,0.017131
2012.5888,95.7024,0.019077
2014.5178,95.7019,0.019079
2016.4467,95.8967,0.018196
2018.3756,95.7959,0.018653
2020.3046,95.3997,0.020453
2022.2335,95.7788,0.018731
2024.1624,96.2329,0.016677
2026.0914,96.1069,0.017246
2028.0203,95.7873,0.018692
2029.9492,95.9008,0.018178
2031.8782,95.9071,0.018149
2033.8071,95.9371,0.018013
2035.7360,95.9135,0.018120
2037.6650,96.0741,0.017394
2039.5939,96.1191,0.017190
2041.5228,96.0422,0.017538
2043.4518,95.6661,0.019242
2045.3807,95.6147,0.019475
2047.3096,96.0240,0.017620
2049.2386,95.7960,0.018653
2051.1675,95.6890,0.019138
2053.0964,95.7014,0.019082
2055.0254,95.8707,0.018314
2056.9543,95.9007,0.018178
2058.8832,96.0752,0.017389
2060.8122,95.6931,0.019119
2062.7411,95.8206,0.018541
2064.6700,95.6009,0.019538
2066.5990,95.7881,0.018688
2068.5279,95.6500,0.019315
2070.4568,95.7818,0.018717
2072.3858,95.8585,0.018370
2074.3147,95.9209,0.018087
2076.2436,95.8289,0.018503
2078.1726,95.9452,0.017977
2080.1015,95.8794,0.018275
2082.0304,96.0646,0.017437
2083.9594,95.9513,0.017949
2085.8883,95.8795,0.018274
2087.8173,95.9152,0.018113
2089.7462,96.0774,0.017379
2091.6751,95.8133,0.018574
2093.6041,95.5768,0.019648
2095.5330,95.9954,0.017750
2097.4619,95.9476,0.017966
2099.3909,95.8090,0.018594
2101.3198,95.5708,0.019675
2103.2487,95.6489,0.019320
2105.1777,95.5653,0.019700
2107.1066,95.5795,0.019635
2109.0355,95.3860,0.020515
2110.9645,95.3894,0.020500
2112.8934,95.3319,0.020762
2114.8223,95.6405,0.019358
2116.7513,95.2834,0.020983
