wavenumber_cm-1,transmittance_percent,absorbance
552.3858,78.9057,0.102891
554.3147,79.8228,0.097873
556.2437,80.5548,0.093909
558.1726,80.9964,0.091534
560.1015,81.6850,0.087858
562.0305,82.2082,0.085085
563.9594,83.0418,0.080703
565.8883,83.7894,0.076811
567.8173,84.2593,0.074382
569.7462,84.3818,0.073751
571.6751,84.8306,0.071447
573.6041,85.3053,0.069024
575.5330,85.4073,0.068505
577.4619,85.5899,0.067577
579.3909,85.6244,0.067402
581.3198,86.0126,0.065438
583.2487,86.4038,0.063467
585.1777,85.8933,0.066041
587.1066,85.7283,0.066876
589.0355,85.4748,0.068162
590.9645,85.4923,0.068073
592.8934,84.9045,0.071069
594.8223,84.8329,0.071435
596.7513,84.7619,0.071799
598.6802,83.8624,0.076433
600.6091,83.6316,0.077629
602.5381,83.5735,0.077931
604.4670,83.1546,0.080114
606.3959,82.8103,0.081915
608.3249,82.7734,0.082109
610.2538,82.6657,0.082675
612.1827,82.9707,0.081075
614.1117,83.3565,0.079061
616.0406,83.7204,0.077169
617.9695,83.6978,0.077286
619.8985,84.3020,0.074162
621.8274,84.7271,0.071978
623.7563,85.5512,0.067774
625.6853,85.7376,0.066829
627.6142,86.1427,0.064782
629.5431,86.7649,0.061656
631.4721,87.4758,0.058112
633.4010,87.4891,0.058046
635.3299,88.1160,0.054945
637.2589,87.9454,0.055787
639.1878,88.1370,0.054842
641.1168,88.4495,0.053305
643.0457,88.8622,0.051283
644.9746,88.7018,0.052067
646.9036,88.7856,0.051658
648.8325,89.2535,0.049375
650.7614,89.5221,0.048070
652.6904,89.5442,0.047962
654.6193,89.2020,0.049625
656.5482,89.5456,0.047956
658.4772,89.3558,0.048877
660.4061,89.4500,0.048420
662.3350,89.5699,0.047838
664.2640,89.5506,0.047932
666.1929,89.3233,0.049035
668.1218,89.4348,0.048493
670.0508,89.2483,0.049400
671.9797,88.9807,0.050704
673.9086,89.4553,0.048394
675.8376,88.9597,0.050807
677.7665,89.1459,0.049899
679.6954,88.6445,0.052348
681.6244,88.8008,0.051583
683.5533,88.1823,0.054619
685.4822,87.6338,0.057328
687.4112,87.5581,0.057703
689.3401,86.4183,0.063394
691.2690,86.1603,0.064693
693.1980,86.4622,0.063174
695.1269,85.9548,0.065730
697.0558,85.9474,0.065767
698.9848,86.3713,0.063630
700.9137,86.7558,0.061701
702.8426,87.0741,0.060111
704.7716,87.8246,0.056384
706.7005,87.9185,0.055920
708.6294,88.6358,0.052391
710.5584,88.7460,0.051851
712.4873,88.7761,0.051704
714.4162,88.7534,0.051815
716.3452,89.3314,0.048996
718.2741,89.2566,0.049359
720.2030,89.3403,0.048953
722.1320,89.0766,0.050236
724.0609,88.9917,0.050650
725.9898,89.0223,0.050501
727.9188,88.6589,0.052278
729.8477,88.5458,0.052832
731.7766,88.5578,0.052773
733.7056,88.1883,0.054589
735.6345,88.2403,0.054333
737.5634,88.4323,0.053389
739.4924,88.2468,0.054301
741.4213,88.5989,0.052572
743.3503,88.5233,0.052942
745.2792,88.6032,0.052550
747.2081,88.4120,0.053489
749.1371,88.8127,0.051525
751.0660,88.9228,0.050987
752.9949,88.9526,0.050841
754.9239,88.9173,0.051014
756.8528,89.0113,0.050555
758.7817,88.7387,0.051887
760.7107,88.8028,0.051573
762.6396,88.3588,0.053750
764.5685,87.5452,0.057768
766.4975,86.7636,0.061663
768.4264,85.6687,0.067178
770.3553,84.8327,0.071437
772.2843,83.0847,0.080479
774.2132,82.0557,0.085891
776.1421,81.0647,0.091168
778.0711,81.1653,0.090630
780.0000,81.2611,0.090117
781.9289,82.1787,0.085241
783.8579,82.9146,0.081369
785.7868,83.3007,0.079351
787.7157,83.1190,0.080300
789.6447,82.8164,0.081884
791.5736,82.1482,0.085402
793.5025,81.2189,0.090343
795.4315,80.6427,0.093435
797.3604,80.2979,0.095296
799.2893,81.1440,0.090744
801.2183,81.9511,0.086445
803.1472,83.3293,0.079202
805.0761,84.9231,0.070974
807.0051,86.0489,0.065255
808.9340,86.8738,0.061111
810.8629,87.6339,0.057328
812.7919,88.2855,0.054111
814.7208,89.0223,0.050501
816.6497,89.2707,0.049291
818.5787,89.5474,0.047947
820.5076,89.1673,0.049795
822.4365,89.5964,0.047710
824.3655,89.7487,0.046972
826.2944,90.2440,0.044582
828.2233,89.5607,0.047883
830.1523,89.5507,0.047931
832.0812,89.6505,0.047447
834.0102,89.6379,0.047509
835.9391,89.8964,0.046258
837.8680,89.7627,0.046904
839.7970,89.8156,0.046648
841.7259,89.7523,0.046954
843.6548,89.8571,0.046448
845.5838,89.4052,0.048637
847.5127,89.5826,0.047776
849.4416,89.5471,0.047949
851.3706,89.3707,0.048805
853.2995,89.2625,0.049331
855.2284,88.6331,0.052404
857.1574,88.7613,0.051776
859.0863,88.4905,0.053103
861.0152,88.0944,0.055052
862.9442,87.4257,0.058361
864.8731,86.6510,0.062226
866.8020,86.6895,0.062033
868.7310,85.8011,0.066507
870.6599,85.7998,0.066514
872.5888,85.0980,0.070081
874.5178,84.7564,0.071828
876.4467,84.8512,0.071342
878.3756,84.5833,0.072715
880.3046,84.9309,0.070934
882.2335,85.2091,0.069514
884.1624,84.9772,0.070698
886.0914,85.3026,0.069038
888.0203,85.5066,0.068001
889.9492,85.1499,0.069816
891.8782,85.2941,0.069081
893.8071,85.1992,0.069564
895.7360,84.4637,0.073330
897.6650,84.3456,0.073937
899.5939,84.2070,0.074652
901.5228,83.4826,0.078404
903.4518,83.1100,0.080347
905.3807,82.7297,0.082338
907.3096,82.5364,0.083354
909.2386,82.0887,0.085717
911.1675,81.9541,0.086429
913.0964,81.6642,0.087968
915.0254,81.3323,0.089737
916.9543,81.5153,0.088761
918.8832,81.6223,0.088191
920.8122,81.9287,0.086564
922.7411,82.3009,0.084595
924.6700,82.4197,0.083969
926.5990,82.4788,0.083658
928.5279,82.8108,0.081913
930.4569,82.9836,0.081008
932.3858,83.4238,0.078710
934.3147,83.3030,0.079339
936.2437,83.7890,0.076813
938.1726,83.4756,0.078440
940.1015,83.6155,0.077713
942.0305,83.2422,0.079657
943.9594,83.1659,0.080055
945.8883,82.7514,0.082225
947.8173,82.7964,0.081989
949.7462,81.8151,0.087166
951.6751,81.3268,0.089766
953.6041,80.5627,0.093866
955.5330,80.1096,0.096315
957.4619,78.9787,0.102490
959.3909,77.8240,0.108886
961.3198,76.7129,0.115132
963.2487,75.6847,0.120992
965.1777,74.3466,0.128739
967.1066,72.9054,0.137240
969.0355,71.5924,0.145133
970.9645,69.8685,0.155719
972.8934,68.2391,0.165967
974.8223,66.8557,0.174862
976.7513,64.7856,0.188522
978.6802,62.9032,0.201327
980.6091,60.8724,0.215580
982.5381,59.1764,0.227851
984.4670,57.3427,0.241522
986.3959,55.3829,0.256624
988.3249,53.6532,0.270405
990.2538,51.6590,0.286854
992.1827,49.8524,0.302314
994.1117,48.1947,0.317001
996.0406,46.5221,0.332340
997.9695,45.1080,0.345746
999.8985,43.4363,0.362147
1001.8274,42.0732,0.375994
1003.7563,41.0689,0.386487
1005.6853,39.9208,0.398801
1007.6142,38.7833,0.411355
1009.5431,37.9858,0.420379
1011.4721,37.2135,0.429299
1013.4010,36.4106,0.438772
1015.3299,35.8574,0.445421
1017.2589,35.4719,0.450115
1019.1878,35.0772,0.454976
1021.1167,34.7620,0.458895
1023.0457,34.4852,0.462367
1024.9746,34.2372,0.465501
1026.9035,34.3723,0.463791
1028.8325,34.3957,0.463496
1030.7614,34.4646,0.462627
1032.6904,34.5221,0.461902
1034.6193,34.7917,0.458524
1036.5482,35.1674,0.453860
1038.4772,35.5851,0.448731
1040.4061,35.9726,0.444028
1042.3350,36.3026,0.440062
1044.2640,36.8370,0.433716
1046.1929,37.2572,0.428790
1048.1218,37.7440,0.423152
1050.0508,38.4004,0.415664
1051.9797,39.0900,0.407934
1053.9086,39.7513,0.400649
1055.8376,40.4136,0.393472
1057.7665,41.0616,0.386564
1059.6954,41.5338,0.381598
1061.6244,42.4140,0.372490
1063.5533,43.0501,0.366026
1065.4822,43.9528,0.357013
1067.4112,44.5475,0.351176
1069.3401,45.2947,0.343953
1071.2690,46.1274,0.336041
1073.1980,46.8790,0.329022
1075.1269,47.7545,0.320986
1077.0558,48.4744,0.314488
1078.9848,49.4246,0.306057
1080.9137,50.2412,0.298940
1082.8426,51.4064,0.288983
1084.7716,52.1243,0.282960
1086.7005,53.1516,0.274484
1088.6294,54.4255,0.264197
1090.5584,55.2107,0.257977
1092.4873,56.4267,0.248515
1094.4162,57.4220,0.240922
1096.3452,58.2864,0.234433
1098.2741,59.3421,0.226637
1100.2030,60.3988,0.218972
1102.1320,61.2343,0.213005
1104.0609,62.1073,0.206857
1105.9898,63.1212,0.199825
1107.9188,64.2944,0.191827
1109.8477,65.3286,0.184897
1111.7766,66.0158,0.180352
1113.7056,66.9678,0.174134
1115.6345,67.6315,0.169851
1117.5634,68.8497,0.162098
1119.4924,69.6929,0.156811
1121.4213,70.8274,0.149799
1123.3502,71.5335,0.145491
1125.2792,72.2266,0.141303
1127.2081,73.2667,0.135093
1129.1371,73.9140,0.131273
1131.0660,74.9706,0.125109
1132.9949,75.5824,0.121579
1134.9239,76.5395,0.116114
1136.8528,77.1294,0.112780
1138.7817,77.9360,0.108262
1140.7107,78.0239,0.107772
1142.6396,78.6646,0.104221
1144.5685,79.2019,0.101265
1146.4975,80.1498,0.096097
1148.4264,80.6247,0.093532
1150.3553,81.1635,0.090639
1152.2843,81.2578,0.090135
1154.2132,81.5034,0.088824
1156.1421,81.8138,0.087173
1158.0711,82.1992,0.085132
1160.0000,82.5809,0.083120
1161.9289,83.1349,0.080217
1163.8579,83.1270,0.080258
1165.7868,83.7729,0.076896
1167.7157,83.9227,0.076120
1169.6447,84.4793,0.073249
1171.5736,84.6870,0.072183
1173.5025,85.0031,0.070565
1175.4315,85.6421,0.067313
1177.3604,85.7839,0.066594
1179.2893,86.4259,0.063356
1181.2183,87.2031,0.059468
1183.1472,87.0278,0.060342
1185.0761,87.0472,0.060245
1187.0051,87.6792,0.057103
1188.9340,88.0621,0.055211
1190.8629,88.1385,0.054834
1192.7919,88.6713,0.052217
1194.7208,88.7721,0.051724
1196.6497,89.1110,0.050069
1198.5787,89.2712,0.049288
1200.5076,89.5240,0.048061
1202.4365,89.4543,0.048399
1204.3655,89.3774,0.048773
1206.2944,89.8414,0.046523
1208.2233,89.9441,0.046027
1210.1523,90.1457,0.045055
1212.0812,90.7103,0.042343
1214.0101,90.2547,0.044530
1215.9391,90.6925,0.042428
1217.8680,90.5620,0.043054
1219.7969,90.4981,0.043361
1221.7259,90.6826,0.042476
1223.6548,90.6506,0.042629
1225.5838,90.4827,0.043434
1227.5127,90.5176,0.043267
1229.4416,90.0426,0.045552
1231.3706,90.2136,0.044728
1233.2995,90.2201,0.044697
1235.2284,90.0505,0.045514
1237.1574,89.6874,0.047268
1239.0863,89.9684,0.045910
1241.0152,89.9476,0.046010
1242.9442,89.8285,0.046586
1244.8731,89.8117,0.046667
1246.8020,89.5618,0.047877
1248.7310,89.4385,0.048475
1250.6599,89.3212,0.049046
1252.5888,89.0074,0.050574
1254.5178,89.6831,0.047289
1256.4467,89.1810,0.049728
1258.3756,89.4024,0.048651
1260.3046,89.2005,0.049633
1262.2335,88.9520,0.050844
1264.1624,89.0179,0.050523
1266.0914,89.5177,0.048091
1268.0203,89.6328,0.047533
1269.9492,89.3378,0.048965
1271.8782,89.3167,0.049067
1273.8071,89.4342,0.048496
1275.7360,90.0651,0.045443
1277.6650,89.6972,0.047221
1279.5939,89.5844,0.047768
1281.5228,90.1573,0.044999
1283.4518,90.2844,0.044387
1285.3807,90.0960,0.045295
1287.3096,90.7877,0.041973
1289.2386,90.5534,0.043095
1291.1675,90.8005,0.041912
1293.0964,90.9802,0.041053
1295.0254,91.1089,0.040439
1296.9543,91.4547,0.038794
1298.8832,91.2996,0.039531
1300.8122,91.8830,0.036765
1302.7411,91.6589,0.037825
1304.6700,91.6105,0.038055
1306.5990,91.7869,0.037219
1308.5279,91.9499,0.036449
1310.4568,91.9304,0.036541
1312.3858,92.2025,0.035257
1314.3147,92.3528,0.034550
1316.2436,92.1022,0.035730
1318.1726,92.1249,0.035623
1320.1015,92.5621,0.033567
1322.0305,92.2953,0.034821
1323.9594,91.8731,0.036812
1325.8883,92.3749,0.034446
1327.8173,92.2689,0.034945
1329.7462,91.8812,0.036773
1331.6751,92.2043,0.035249
1333.6041,92.6123,0.033331
1335.5330,92.0845,0.035813
1337.4619,92.1173,0.035659
1339.3909,92.1144,0.035673
1341.3198,91.8729,0.036813
1343.2487,91.3780,0.039158
1345.1777,91.4088,0.039012
1347.1066,91.6236,0.037993
1349.0355,91.2818,0.039616
1350.9645,91.2576,0.039731
1352.8934,91.1230,0.040372
1354.8223,90.5590,0.043068
1356.7513,90.8533,0.041659
1358.6802,90.4295,0.043690
1360.6091,90.0072,0.045723
1362.5381,90.0947,0.045301
1364.4670,89.5213,0.048074
1366.3959,88.8915,0.051140
1368.3249,88.2943,0.054067
1370.2538,87.7322,0.056841
1372.1827,86.8332,0.061314
1374.1117,86.3053,0.063963
1376.0406,85.7713,0.066658
1377.9695,85.0898,0.070122
1379.8985,84.6008,0.072625
1381.8274,84.0930,0.075240
1383.7563,84.1602,0.074893
1385.6853,84.3740,0.073791
1387.6142,84.6003,0.072628
1389.5431,85.1680,0.069724
1391.4721,85.2173,0.069472
1393.4010,85.5791,0.067632
1395.3299,85.9524,0.065742
1397.2589,85.7666,0.066682
1399.1878,85.9478,0.065765
1401.1167,86.0420,0.065289
1403.0457,86.0721,0.065138
1404.9746,86.1144,0.064924
1406.9035,86.1720,0.064634
1408.8325,85.7839,0.066594
1410.7614,85.7601,0.066715
1412.6903,85.8367,0.066327
1414.6193,85.7730,0.066650
1416.5482,85.5979,0.067537
1418.4772,85.3211,0.068944
1420.4061,85.8381,0.066320
1422.3350,85.7568,0.066731
1424.2640,85.8783,0.066117
1426.1929,85.5946,0.067554
1428.1218,85.7784,0.066622
1430.0508,85.8176,0.066423
1431.9797,85.6128,0.067461
1433.9086,85.2266,0.069425
1435.8376,85.6828,0.067106
1437.7665,85.5195,0.067935
1439.6954,85.3874,0.068606
1441.6244,85.4564,0.068255
1443.5533,85.3831,0.068628
1445.4822,85.6950,0.067044
1447.4112,85.4679,0.068197
1449.3401,85.7457,0.066788
1451.2690,85.7199,0.066918
1453.1980,85.3872,0.068607
1455.1269,85.7230,0.066903
1457.0558,85.7437,0.066798
1458.9848,85.8186,0.066418
1460.9137,86.2483,0.064250
1462.8426,86.4276,0.063348
1464.7716,86.6646,0.062158
1466.7005,86.8526,0.061217
1468.6294,87.4294,0.058342
1470.5584,87.6681,0.057158
1472.4873,88.6449,0.052346
1474.4162,88.5185,0.052966
1476.3452,89.3239,0.049032
1478.2741,89.6546,0.047427
1480.2030,90.0682,0.045429
1482.1320,89.8143,0.046654
1484.0609,90.0396,0.045567
1485.9898,90.5916,0.042912
1487.9188,90.5055,0.043325
1489.8477,91.3022,0.039519
1491.7766,90.9660,0.041121
1493.7056,90.8419,0.041714
1495.6345,91.1147,0.040412
1497.5634,90.9638,0.041131
1499.4924,91.2201,0.039909
1501.4213,90.7530,0.042139
1503.3502,90.6511,0.042627
1505.2792,90.6845,0.042467
1507.2081,90.9243,0.041320
1509.1371,90.8873,0.041497
1511.0660,91.3171,0.039448
1512.9949,91.2695,0.039674
1514.9239,91.4538,0.038798
1516.8528,90.8998,0.041437
1518.7817,91.9551,0.036424
1520.7107,92.1432,0.035537
1522.6396,91.8788,0.036785
1524.5685,92.3929,0.034361
1526.4975,92.3857,0.034395
1528.4264,92.5159,0.033784
1530.3553,92.0894,0.035790
1532.2843,92.7323,0.032769
1534.2132,92.3282,0.034666
1536.1421,92.4711,0.033994
1538.0711,92.2355,0.035102
1540.0000,92.1211,0.035641
1541.9289,91.5520,0.038332
1543.8579,91.7694,0.037302
1545.7868,91.5686,0.038253
1547.7157,91.7033,0.037615
1549.6447,91.3272,0.039400
1551.5736,91.5948,0.038129
1553.5025,91.2279,0.039872
1555.4315,91.5110,0.038527
1557.3604,91.2172,0.039923
1559.2893,91.0655,0.040646
1561.2183,91.1754,0.040122
1563.1472,91.2073,0.039970
1565.0761,90.9977,0.040970
1567.0051,91.3116,0.039474
1568.9340,91.0730,0.040610
1570.8629,91.2750,0.039648
1572.7919,91.3059,0.039501
1574.7208,91.6498,0.037869
1576.6497,91.8133,0.037094
1578.5787,91.9300,0.036543
1580.5076,92.1485,0.035512
1582.4365,92.0447,0.036001
1584.3655,92.0848,0.035812
1586.2944,91.6796,0.037727
1588.2233,92.3223,0.034693
1590.1523,92.3541,0.034544
1592.0812,92.4930,0.033891
1594.0101,92.5661,0.033548
1595.9391,92.4350,0.034164
1597.8680,92.9223,0.031880
1599.7969,92.7760,0.032564
1601.7259,92.7078,0.032884
1603.6548,92.3552,0.034539
1605.5838,92.4213,0.034228
1607.5127,92.1776,0.035375
1609.4416,92.4258,0.034207
1611.3706,92.0923,0.035777
1613.2995,91.7139,0.037565
1615.2284,91.8420,0.036959
1617.1574,91.6403,0.037913
1619.0863,91.2621,0.039709
1621.0152,91.1949,0.040030
1622.9442,90.7998,0.041915
1624.8731,90.6436,0.042663
1626.8020,90.0347,0.045590
1628.7310,90.0733,0.045404
1630.6599,89.8593,0.046437
1632.5888,89.8704,0.046383
1634.5178,89.4229,0.048551
1636.4467,89.1972,0.049649
1638.3756,88.9322,0.050941
1640.3046,88.7366,0.051897
1642.2335,88.8544,0.051321
1644.1624,88.8540,0.051323
1646.0914,88.2484,0.054293
1648.0203,88.2027,0.054518
1649.9492,88.2820,0.054128
1651.8782,88.4489,0.053307
1653.8071,88.5164,0.052976
1655.7360,88.4653,0.053227
1657.6650,88.6049,0.052542
1659.5939,89.1847,0.049710
1661.5228,89.1127,0.050060
1663.4518,89.3399,0.048954
1665.3807,89.5483,0.047943
1667.3096,89.7221,0.047101
1669.2386,89.9553,0.045973
1671.1675,90.0360,0.045584
1673.0964,90.3178,0.044226
1675.0254,90.8516,0.041667
1676.9543,90.9404,0.041243
1678.8832,90.8882,0.041492
1680.8122,91.0567,0.040688
1682.7411,91.4737,0.038704
1684.6700,91.5890,0.038157
1686.5990,91.5141,0.038512
1688.5279,91.4758,0.038694
1690.4568,91.3834,0.039133
1692.3858,91.9569,0.036416
1694.3147,91.7190,0.037541
1696.2436,91.8447,0.036946
1698.1726,91.5593,0.038298
1700.1015,91.1616,0.040188
1702.0304,90.7208,0.042293
1703.9594,90.7177,0.042308
1705.8883,90.5652,0.043039
1707.8173,90.2830,0.044394
1709.7462,90.1230,0.045164
1711.6751,89.7576,0.046929
1713.6041,89.8448,0.046507
1715.5330,89.8365,0.046547
1717.4619,89.8578,0.046444
1719.3909,89.8030,0.046709
1721.3198,89.5883,0.047748
1723.2487,90.1366,0.045099
1725.1777,90.3008,0.044309
1727.1066,90.0222,0.045650
1729.0355,90.9850,0.041030
1730.9645,91.0778,0.040587
1732.8934,91.2410,0.039810
1734.8223,91.5601,0.038294
1736.7513,92.0832,0.035820
1738.6802,92.7969,0.032467
1740.6091,92.6222,0.033285
1742.5381,92.7240,0.032808
1744.4670,93.0816,0.031136
1746.3959,93.5349,0.029026
1748.3249,93.5725,0.028852
1750.2538,93.8538,0.027548
1752.1827,94.0736,0.026532
1754.1117,94.4188,0.024941
1756.0406,94.4075,0.024993
1757.9695,94.0780,0.026512
1759.8985,94.2223,0.025846
1761.8274,94.4439,0.024826
1763.7563,94.8473,0.022975
1765.6853,94.6316,0.023964
1767.6142,94.5196,0.024478
1769.5431,94.5673,0.024259
1771.4721,94.5733,0.024232
1773.4010,94.8251,0.023077
1775.3299,94.3685,0.025173
1777.2589,94.6683,0.023795
1779.1878,94.1427,0.026213
1781.1167,94.1561,0.026151
1783.0457,94.3385,0.025311
1784.9746,93.8618,0.027511
1786.9035,93.9548,0.027081
1788.8325,93.8350,0.027635
1790.7614,93.8238,0.027687
1792.6903,93.7594,0.027985
1794.6193,93.3928,0.029687
1796.5482,93.9043,0.027315
1798.4771,94.2317,0.025803
1800.4061,94.0973,0.026423
1802.3350,93.7991,0.027801
1804.2640,94.3844,0.025100
1806.1929,94.5509,0.024334
1808.1218,94.7194,0.023561
1810.0508,94.7396,0.023468
1811.9797,95.3326,0.020758
1813.9086,95.4500,0.020224
1815.8376,95.3284,0.020778
1817.7665,95.4587,0.020184
1819.6954,95.6318,0.019398
1821.6244,95.3826,0.020531
1823.5533,95.4258,0.020334
1825.4822,95.5721,0.019669
1827.4112,95.2725,0.021032
1829.3401,95.5057,0.019971
1831.2690,95.3638,0.020616
1833.1980,95.5942,0.019568
1835.1269,95.7458,0.018880
1837.0558,95.8858,0.018246
1838.9848,95.6928,0.019121
1840.9137,95.9513,0.017949
1842.8426,95.5116,0.019944
1844.7716,95.4897,0.020044
1846.7005,95.4883,0.020050
1848.6294,95.7791,0.018729
1850.5584,95.6471,0.019328
1852.4873,95.7972,0.018647
1854.4162,96.0843,0.017348
1856.3452,95.7121,0.019033
1858.2741,95.9652,0.017886
1860.2030,95.6929,0.019120
1862.1320,95.6805,0.019176
1864.0609,95.8613,0.018357
1865.9898,95.7182,0.019006
1867.9188,95.6454,0.019336
1869.8477,95.6757,0.019198
1871.7766,95.8742,0.018298
1873.7056,95.3782,0.020551
1875.6345,95.8057,0.018609
1877.5634,96.0118,0.017676
1879.4924,95.5625,0.019713
1881.4213,95.9244,0.018071
1883.3502,95.6735,0.019208
1885.2792,95.9283,0.018053
1887.2081,96.0802,0.017366
1889.1370,95.9176,0.018102
1891.0660,96.0734,0.017397
1892.9949,95.5341,0.019842
1894.9238,96.1641,0.016987
1896.8528,96.0422,0.017538
1898.7817,95.8168,0.018558
1900.7107,96.3066,0.016344
1902.6396,95.8770,0.018286
1904.5685,95.8846,0.018251
1906.4975,95.7640,0.018798
1908.4264,95.9406,0.017997
1910.3553,95.8891,0.018231
1912.2843,95.7868,0.018694
1914.2132,96.3224,0.016273
1916.1421,96.0565,0.017473
1918.0711,95.8711,0.018312
1920.0000,95.5665,0.019694
1921.9289,95.6365,0.019376
1923.8579,96.3465,0.016164
1925.7868,96.1519,0.017042
1927.7157,95.8465,0.018424
1929.6447,96.0448,0.017526
1931.5736,96.0770,0.017380
1933.5025,95.7563,0.018832
1935.4315,95.8645,0.018342
1937.3604,96.1581,0.017014
1939.2893,95.8517,0.018400
1941.2183,96.1515,0.017044
1943.1472,95.9582,0.017918
1945.0761,95.9006,0.018179
1947.0051,96.2053,0.016801
1948.9340,96.0245,0.017618
1950.8629,96.0178,0.017648
1952.7919,96.0408,0.017544
1954.7208,95.8393,0.018456
1956.6497,95.8836,0.018255
1958.5787,95.9803,0.017818
1960.5076,96.2147,0.016759
1962.4365,96.3389,0.016198
1964.3655,95.7879,0.018689
1966.2944,96.0220,0.017629
1968.2233,96.0471,0.017516
1970.1523,95.9843,0.017800
1972.0812,96.4757,0.015582
1974.0101,96.1053,0.017253
1975.9391,96.0067,0.017698
1977.8680,95.8060,0.018607
1979.7969,96.1270,0.017155
1981.7259,96.3452,0.016170
1983.6548,96.0568,0.017472
1985.5837,96.0042,0.017710
1987.5127,96.3693,0.016061
1989.4416,95.9981,0.017737
1991.3705,96.2179,0.016744
1993.2995,96.0647,0.017436
1995.2284,96.0802,0.017366
1997.1574,96.1333,0.017126
1999.0863,96.0541,0.017484
2001.0152,96.0340,0.017575
2002.9442,96.0988,0.017282
2004.8731,96.1398,0.017097
2006.8020,96.2663,0.016526
2008.7310,96.5265,0.015353
2010.6599,95.9782,0.017827
2012.5888,95.9531,0.017941
2014.5178,95.8859,0.018245
2016.4467,95.8444,0.018433
2018.3756,96.0371,0.017561
2020.3046,96.4837,0.015546
2022.2335,96.0434,0.017533
2024.1624,96.2369,0.016658
2026.0914,96.3594,0.016106
2028.0203,96.5730,0.015144
2029.9492,96.0310,0.017589
2031.8782,95.8981,0.018190
2033.8071,95.9317,0.018038
2035.7360,96.1057,0.017251
2037.6650,95.8434,0.018438
2039.5939,96.3165,0.016299
2041.5228,95.7947,0.018659
2043.4518,96.1568,0.017020
2045.3807,96.2030,0.016812
2047.3096,96.4597,0.015654
2049.2386,96.6308,0.014884
2051.1675,96.2428,0.016632
2053.0964,96.1962,0.016842
2055.0254,96.0579,0.017467
2056.9543,96.4953,0.015494
2058.8832,95.9256,0.018066
2060.8122,96.0907,0.017319
2062.7411,96.3476,0.016159
2064.6700,96.2937,0.016402
2066.5990,95.9153,0.018112
2068.5279,96.3220,0.016275
2070.4568,95.8688,0.018323
2072.3858,96.3653,0.016079
2074.3147,95.9734,0.017849
2076.2436,96.0986,0.017283
2078.1726,96.6058,0.014997
2080.1015,96.0758,0.017386
2082.0304,96.0151,0.017660
2083.9594,96.1180,0.017195
2085.8883,95.8941,0.018208
2087.8173,95.7469,0.018875
2089.7462,96.0921,0.017312
2091.6751,95.8409,0.018449
2093.6041,96.2617,0.016546
2095.5330,96.4431,0.015729
2097.4619,95.6951,0.019110
2099.3909,96.3273,0.016251
2101.3198,95.7909,0.018676
2103.2487,95.8047,0.018613
2105.1777,95.4402,0.020269
2107.1066,95.8298,0.018499
2109.0355,95.9222,0.018081
2110.9645,95.8410,0.018449
2112.8934,95.3778,0.020553
2114.8223,95.8428,0.018441
2116.7513,95.9075,0.018147
