wavenumber_cm-1,transmittance_percent,absorbance
616.0406,83.7575,0.076976
617.9695,83.9954,0.075744
619.8985,84.9793,0.070687
621.8274,84.7976,0.071616
623.7563,85.3378,0.068859
625.6853,85.9220,0.065896
627.6142,86.4602,0.063184
629.5431,86.9702,0.060630
631.4721,87.1787,0.059590
633.4010,87.4540,0.058220
635.3299,87.3563,0.058706
637.2589,88.2401,0.054334
639.1878,88.6213,0.052462
641.1168,88.5540,0.052792
643.0457,88.5131,0.052992
644.9746,88.9291,0.050956
646.9036,89.2014,0.049628
648.8325,88.9912,0.050653
650.7614,88.8736,0.051227
652.6904,89.0509,0.050361
654.6193,89.2261,0.049508
656.5482,89.1802,0.049732
658.4772,89.2995,0.049151
660.4061,89.1691,0.049786
662.3350,89.4084,0.048621
664.2640,88.9582,0.050814
666.1929,89.3164,0.049069
668.1218,89.5287,0.048038
670.0508,89.0125,0.050549
671.9797,89.0461,0.050385
673.9086,88.8773,0.051209
675.8376,88.7242,0.051958
677.7665,88.5526,0.052799
679.6954,87.9749,0.055641
681.6244,87.8476,0.056270
683.5533,87.5894,0.057549
685.4822,87.0069,0.060446
687.4112,86.7075,0.061943
689.3401,86.2283,0.064350
691.2690,86.6622,0.062170
693.1980,86.0499,0.065249
695.1269,86.3045,0.063966
697.0558,86.3414,0.063781
698.9848,86.8098,0.061431
700.9137,87.4547,0.058217
702.8426,87.5247,0.057870
704.7716,88.1599,0.054729
706.7005,88.1456,0.054799
708.6294,88.9032,0.051082
710.5584,89.1475,0.049891
712.4873,88.8450,0.051367
714.4162,88.9919,0.050649
716.3452,89.0514,0.050359
718.2741,88.9181,0.051010
720.2030,88.9796,0.050709
722.1320,88.9004,0.051096
724.0609,88.6824,0.052163
725.9898,88.6034,0.052550
727.9188,88.4479,0.053312
729.8477,88.4152,0.053473
731.7766,88.2800,0.054138
733.7056,87.7258,0.056872
735.6345,87.5410,0.057788
737.5634,87.4644,0.058169
739.4924,87.7136,0.056933
741.4213,87.5849,0.057571
743.3503,87.5289,0.057849
745.2792,88.0731,0.055157
747.2081,87.9864,0.055584
749.1371,88.1949,0.054557
751.0660,88.6155,0.052490
752.9949,88.8454,0.051365
754.9239,88.8071,0.051552
756.8528,88.6869,0.052141
758.7817,88.7318,0.051921
760.7107,88.8046,0.051565
762.6396,88.5505,0.052809
764.5685,88.3500,0.053793
766.4975,88.5689,0.052719
768.4264,87.3670,0.058653
770.3553,86.6000,0.062482
772.2843,85.4967,0.068051
774.2132,84.2193,0.074589
776.1421,82.9634,0.081113
778.0711,82.0495,0.085924
780.0000,81.1870,0.090513
781.9289,81.0551,0.091220
783.8579,81.5003,0.088841
785.7868,82.0345,0.086004
787.7157,82.5622,0.083219
789.6447,82.3023,0.084588
791.5736,81.7435,0.087547
793.5025,80.9313,0.091883
795.4315,79.8210,0.097883
797.3604,79.7362,0.098345
799.2893,80.0597,0.096586
801.2183,80.6238,0.093537
803.1472,82.3281,0.084452
805.0761,83.8699,0.076394
807.0051,85.3705,0.068692
808.9340,86.5998,0.062483
810.8629,87.4409,0.058285
812.7919,88.3681,0.053704
814.7208,88.8655,0.051267
816.6497,89.0495,0.050369
818.5787,89.4110,0.048609
820.5076,89.2135,0.049570
822.4365,89.4493,0.048423
824.3655,89.2605,0.049341
826.2944,89.6739,0.047334
828.2233,89.4483,0.048428
830.1523,89.5520,0.047925
832.0812,89.6979,0.047218
834.0102,89.5794,0.047792
835.9391,89.9062,0.046210
837.8680,89.5844,0.047767
839.7970,89.0164,0.050530
841.7259,89.6832,0.047289
843.6548,89.7192,0.047114
845.5838,89.4635,0.048354
847.5127,89.6837,0.047287
849.4416,89.2974,0.049161
851.3706,88.9911,0.050654
853.2995,88.8804,0.051194
855.2284,88.1939,0.054561
857.1574,87.8787,0.056116
859.0863,87.4193,0.058393
861.0152,86.7173,0.061894
862.9442,86.2822,0.064079
864.8731,85.5565,0.067747
866.8020,84.5690,0.072789
868.7310,83.4909,0.078361
870.6599,82.9506,0.081180
872.5888,82.0440,0.085953
874.5178,82.1828,0.085219
876.4467,81.7121,0.087714
878.3756,81.8855,0.086793
880.3046,82.2278,0.084982
882.2335,82.9488,0.081190
884.1624,83.4431,0.078610
886.0914,83.8022,0.076744
888.0203,84.1240,0.075080
889.9492,84.6047,0.072606
891.8782,84.3492,0.073919
893.8071,84.6202,0.072526
895.7360,84.5604,0.072833
897.6650,84.0611,0.075405
899.5939,83.7950,0.076782
901.5228,83.1340,0.080221
903.4518,83.0789,0.080509
905.3807,82.9031,0.081429
907.3096,82.4020,0.084062
909.2386,81.9284,0.086565
911.1675,81.3698,0.089537
913.0964,81.3189,0.089808
915.0254,81.3770,0.089498
916.9543,81.5039,0.088822
918.8832,81.5524,0.088563
920.8122,81.7465,0.087531
922.7411,82.4408,0.083858
924.6700,82.4821,0.083640
926.5990,82.7730,0.082111
928.5279,83.2872,0.079422
930.4569,83.8705,0.076391
932.3858,83.5670,0.077965
934.3147,83.9175,0.076148
936.2437,83.8504,0.076495
938.1726,84.1115,0.075145
940.1015,83.5935,0.077827
942.0305,83.8737,0.076374
943.9594,83.5324,0.078145
945.8883,83.3485,0.079102
947.8173,82.9063,0.081412
949.7462,82.6232,0.082898
951.6751,81.6928,0.087816
953.6041,81.4836,0.088930
955.5330,80.7597,0.092805
957.4619,79.9083,0.097408
959.3909,78.8911,0.102972
961.3198,77.8445,0.108772
963.2487,77.0671,0.113131
965.1777,75.8912,0.119808
967.1066,74.4682,0.128029
969.0355,73.0872,0.136159
970.9645,71.9285,0.143099
972.8934,70.3581,0.152686
974.8223,69.1211,0.160389
976.7513,67.1059,0.173239
978.6802,65.5082,0.183705
980.6091,64.0521,0.193467
982.5381,62.0722,0.207103
984.4670,60.6193,0.217389
986.3959,58.8629,0.230158
988.3249,57.5184,0.240194
990.2538,55.5400,0.255394
992.1827,53.8216,0.269044
994.1117,52.4449,0.280296
996.0406,50.7318,0.294720
997.9695,49.3223,0.306957
999.8985,48.0622,0.318196
1001.8274,46.7300,0.330404
1003.7563,45.5859,0.341169
1005.6853,44.4361,0.352264
1007.6142,43.4369,0.362141
1009.5431,42.5319,0.371285
1011.4721,41.6778,0.380095
1013.4010,40.9210,0.388054
1015.3299,40.2480,0.395256
1017.2589,39.9258,0.398746
1019.1878,39.4307,0.404165
1021.1167,39.0787,0.408060
1023.0457,38.8556,0.410546
1024.9746,38.6316,0.413057
1026.9035,38.4200,0.415443
1028.8325,38.3872,0.415814
1030.7614,38.4704,0.414874
1032.6904,38.4414,0.415201
1034.6193,38.5374,0.414117
1036.5482,38.6819,0.412493
1038.4772,38.9144,0.409890
1040.4061,39.1810,0.406925
1042.3350,39.6449,0.401813
1044.2640,40.0894,0.396970
1046.1929,40.1841,0.395946
1048.1218,40.5771,0.391719
1050.0508,40.9722,0.387511
1051.9797,41.4407,0.382573
1053.9086,41.9451,0.377319
1055.8376,42.4860,0.371754
1057.7665,42.7914,0.368643
1059.6954,43.5682,0.360831
1061.6244,44.0332,0.356220
1063.5533,44.5693,0.350964
1065.4822,45.2365,0.344511
1067.4112,45.6895,0.340184
1069.3401,46.3239,0.334194
1071.2690,46.9640,0.328235
1073.1980,47.5683,0.322682
1075.1269,48.2062,0.316897
1077.0558,49.2514,0.307581
1078.9848,49.9845,0.301164
1080.9137,50.7622,0.294460
1082.8426,51.7742,0.285887
1084.7716,52.4255,0.280457
1086.7005,53.4230,0.272271
1088.6294,54.5354,0.263321
1090.5584,55.6495,0.254539
1092.4873,56.7696,0.245885
1094.4162,57.6301,0.239351
1096.3452,58.7670,0.230867
1098.2741,59.7124,0.223935
1100.2030,60.7525,0.216436
1102.1320,61.8264,0.208826
1104.0609,62.9781,0.200810
1105.9898,63.9028,0.194480
1107.9188,64.9200,0.187621
1109.8477,66.0550,0.180094
1111.7766,66.8513,0.174890
1113.7056,67.8764,0.168281
1115.6345,69.0048,0.161121
1117.5634,69.7824,0.156254
1119.4924,70.8886,0.149424
1121.4213,71.7060,0.144444
1123.3502,72.4247,0.140113
1125.2792,73.4542,0.133983
1127.2081,74.1750,0.129742
1129.1371,75.2089,0.123731
1131.0660,75.8170,0.120233
1132.9949,76.4700,0.116509
1134.9239,77.1565,0.112628
1136.8528,77.8935,0.108499
1138.7817,78.3796,0.105797
1140.7107,78.9124,0.102855
1142.6396,79.3114,0.100664
1144.5685,79.7974,0.098011
1146.4975,80.5058,0.094173
1148.4264,80.5364,0.094008
1150.3553,80.7837,0.092677
1152.2843,81.0763,0.091106
1154.2132,81.5670,0.088485
1156.1421,81.7737,0.087386
1158.0711,82.1044,0.085634
1160.0000,82.3636,0.084264
1161.9289,83.0139,0.080849
1163.8579,82.6821,0.082589
1165.7868,83.3685,0.078998
1167.7157,83.8459,0.076518
1169.6447,84.3682,0.073821
1171.5736,84.2929,0.074209
1173.5025,85.0603,0.070273
1175.4315,84.8732,0.071230
1177.3604,85.9489,0.065760
1179.2893,86.1984,0.064501
1181.2183,86.2167,0.064408
1183.1472,86.6577,0.062193
1185.0761,87.0726,0.060118
1187.0051,87.4337,0.058321
1188.9340,87.6463,0.057266
1190.8629,87.8515,0.056251
1192.7919,88.4909,0.053101
1194.7208,88.7170,0.051993
1196.6497,88.7478,0.051842
1198.5787,88.6746,0.052201
1200.5076,89.2294,0.049492
1202.4365,89.6510,0.047445
1204.3655,89.4346,0.048495
1206.2944,89.6067,0.047660
1208.2233,89.7870,0.046787
1210.1523,89.8572,0.046447
1212.0812,89.7235,0.047094
1214.0101,89.6273,0.047560
1215.9391,89.7809,0.046816
1217.8680,89.8042,0.046703
1219.7969,89.5473,0.047947
1221.7259,89.9888,0.045812
1223.6548,89.2423,0.049429
1225.5838,89.6572,0.047415
1227.5127,89.4529,0.048405
1229.4416,89.2382,0.049449
1231.3706,89.2157,0.049559
1233.2995,89.1250,0.050000
1235.2284,88.7677,0.051745
1237.1574,88.1766,0.054647
1239.0863,88.8363,0.051409
1241.0152,88.6327,0.052406
1242.9442,88.4182,0.053459
1244.8731,88.1552,0.054752
1246.8020,87.9532,0.055748
1248.7310,87.5625,0.057682
1250.6599,87.7747,0.056631
1252.5888,87.6794,0.057102
1254.5178,87.5774,0.057608
1256.4467,87.3407,0.058783
1258.3756,87.5173,0.057906
1260.3046,86.8049,0.061456
1262.2335,87.2125,0.059422
1264.1624,86.7781,0.061590
1266.0914,86.7465,0.061748
1268.0203,87.2495,0.059237
1269.9492,86.9115,0.060923
1271.8782,87.1889,0.059539
1273.8071,87.2839,0.059066
1275.7360,87.2845,0.059063
1277.6650,87.3300,0.058836
1279.5939,87.7108,0.056947
1281.5228,87.4489,0.058245
1283.4518,88.0249,0.055394
1285.3807,88.4294,0.053403
1287.3096,88.5456,0.052833
1289.2386,88.8924,0.051135
1291.1675,88.8969,0.051114
1293.0964,89.1497,0.049880
1295.0254,88.9602,0.050804
1296.9543,89.4552,0.048395
1298.8832,89.3991,0.048667
1300.8122,89.8749,0.046362
1302.7411,89.9684,0.045910
1304.6700,90.2059,0.044765
1306.5990,90.1560,0.045005
1308.5279,90.2902,0.044359
1310.4568,90.5705,0.043013
1312.3858,90.9065,0.041405
1314.3147,90.9952,0.040982
1316.2436,91.1484,0.040251
1318.1726,91.0146,0.040889
1320.1015,91.2933,0.039561
1322.0305,91.1885,0.040060
1323.9594,91.3354,0.039361
1325.8883,91.1095,0.040436
1327.8173,91.2802,0.039623
1329.7462,91.1819,0.040091
1331.6751,91.2385,0.039822
1333.6041,91.0848,0.040554
1335.5330,91.2470,0.039781
1337.4619,90.9004,0.041434
1339.3909,90.9023,0.041425
1341.3198,90.9128,0.041375
1343.2487,90.2863,0.044378
1345.1777,90.3677,0.043987
1347.1066,90.2054,0.044767
1349.0355,90.1273,0.045144
1350.9645,89.9394,0.046050
1352.8934,89.9201,0.046143
1354.8223,89.5366,0.048000
1356.7513,89.1422,0.049917
1358.6802,88.8120,0.051528
1360.6091,88.6458,0.052342
1362.5381,88.5598,0.052763
1364.4670,88.0476,0.055282
1366.3959,87.5879,0.057556
1368.3249,87.3479,0.058748
1370.2538,86.4613,0.063178
1372.1827,86.4994,0.062987
1374.1117,85.5618,0.067720
1376.0406,84.9924,0.070620
1377.9695,84.3662,0.073831
1379.8985,84.1326,0.075036
1381.8274,83.2754,0.079483
1383.7563,83.3558,0.079064
1385.6853,82.9952,0.080947
1387.6142,82.6084,0.082976
1389.5431,82.4174,0.083981
1391.4721,82.7594,0.082182
1393.4010,82.9376,0.081248
1395.3299,82.3992,0.084077
1397.2589,82.4496,0.083811
1399.1878,82.0776,0.085776
1401.1167,82.2536,0.084845
1403.0457,81.9752,0.086318
1404.9746,81.7288,0.087625
1406.9035,81.4613,0.089049
1408.8325,81.3050,0.089883
1410.7614,81.4303,0.089214
1412.6903,80.8432,0.092356
1414.6193,80.9406,0.091833
1416.5482,80.7528,0.092842
1418.4772,80.9267,0.091908
1420.4061,80.6519,0.093385
1422.3350,80.9912,0.091562
1424.2640,80.8110,0.092530
1426.1929,80.7328,0.092950
1428.1218,80.8918,0.092095
1430.0508,80.4521,0.094462
1431.9797,80.7493,0.092861
1433.9086,80.4389,0.094534
1435.8376,80.8852,0.092131
1437.7665,80.9304,0.091888
1439.6954,80.5578,0.093893
1441.6244,81.0008,0.091511
1443.5533,80.7555,0.092828
1445.4822,80.9198,0.091945
1447.4112,80.9883,0.091578
1449.3401,80.8618,0.092257
1451.2690,81.3968,0.089392
1453.1980,81.2183,0.090346
1455.1269,81.3745,0.089512
1457.0558,81.6281,0.088160
1458.9848,81.7379,0.087577
1460.9137,81.9895,0.086242
1462.8426,82.4454,0.083834
1464.7716,83.0249,0.080792
1466.7005,83.5312,0.078151
1468.6294,84.0247,0.075593
1470.5584,84.6072,0.072593
1472.4873,85.4618,0.068228
1474.4162,85.5210,0.067927
1476.3452,86.2489,0.064247
1478.2741,86.5534,0.062716
1480.2030,87.4594,0.058194
1482.1320,87.7339,0.056833
1484.0609,88.3873,0.053610
1485.9898,88.4577,0.053265
1487.9188,88.6801,0.052174
1489.8477,88.8714,0.051238
1491.7766,89.3698,0.048809
1493.7056,89.0722,0.050258
1495.6345,89.3673,0.048822
1497.5634,89.2687,0.049301
1499.4924,89.2024,0.049623
1501.4213,89.3722,0.048797
1503.3502,89.4007,0.048659
1505.2792,89.5587,0.047892
1507.2081,89.0780,0.050229
1509.1371,89.3815,0.048752
1511.0660,89.8162,0.046645
1512.9949,89.6464,0.047467
1514.9239,89.7243,0.047090
1516.8528,90.2339,0.044630
1518.7817,90.1354,0.045105
1520.7107,90.7094,0.042348
1522.6396,90.9406,0.041242
1524.5685,90.7652,0.042080
1526.4975,90.6932,0.042425
1528.4264,90.7313,0.042243
1530.3553,91.1117,0.040426
1532.2843,91.0560,0.040691
1534.2132,91.0136,0.040894
1536.1421,91.2066,0.039974
1538.0711,90.7468,0.042169
1540.0000,90.5901,0.042919
1541.9289,90.5954,0.042894
1543.8579,90.4796,0.043449
1545.7868,90.5221,0.043245
1547.7157,90.2776,0.044420
1549.6447,89.6869,0.047271
1551.5736,89.9034,0.046224
1553.5025,89.4855,0.048247
1555.4315,89.2269,0.049504
1557.3604,89.7129,0.047145
1559.2893,89.0346,0.050441
1561.2183,89.3677,0.048819
1563.1472,89.3729,0.048794
1565.0761,89.4872,0.048239
1567.0051,89.4908,0.048222
1568.9340,89.6446,0.047476
1570.8629,89.8934,0.046272
1572.7919,90.1159,0.045199
1574.7208,90.3421,0.044110
1576.6497,90.8190,0.041823
1578.5787,90.8124,0.041855
1580.5076,91.2385,0.039822
1582.4365,91.4136,0.038989
1584.3655,91.3214,0.039427
1586.2944,91.7954,0.037179
1588.2233,91.6440,0.037896
1590.1523,91.8599,0.036874
1592.0812,92.1975,0.035281
1594.0101,92.0478,0.035986
1595.9391,92.1132,0.035678
1597.8680,92.1390,0.035557
1599.7969,92.2175,0.035187
1601.7259,91.8511,0.036916
1603.6548,91.8585,0.036881
1605.5838,91.8194,0.037065
1607.5127,91.5355,0.038410
1609.4416,91.4849,0.038650
1611.3706,91.1565,0.040212
1613.2995,91.4792,0.038678
1615.2284,91.3831,0.039134
1617.1574,90.6752,0.042512
1619.0863,90.6961,0.042412
1621.0152,90.5227,0.043242
1622.9442,89.7992,0.046727
1624.8731,89.7610,0.046912
1626.8020,89.6574,0.047414
1628.7310,89.1842,0.049712
1630.6599,88.8234,0.051473
1632.5888,88.4556,0.053275
1634.5178,88.2011,0.054526
1636.4467,87.5954,0.057519
1638.3756,87.5064,0.057960
1640.3046,87.3119,0.058926
1642.2335,87.1925,0.059521
1644.1624,87.1577,0.059694
1646.0914,86.7144,0.061909
1648.0203,86.5335,0.062816
1649.9492,86.6574,0.062194
1651.8782,86.5961,0.062502
1653.8071,86.7957,0.061502
1655.7360,86.3797,0.063588
1657.6650,86.6603,0.062180
1659.5939,86.6937,0.062012
1661.5228,86.8967,0.060997
1663.4518,87.2738,0.059116
1665.3807,87.1913,0.059527
1667.3096,87.5934,0.057528
1669.2386,87.8904,0.056059
1671.1675,88.3944,0.053575
1673.0964,88.4852,0.053129
1675.0254,88.4605,0.053251
1676.9543,88.9476,0.050866
1678.8832,88.7119,0.052018
1680.8122,89.1608,0.049826
1682.7411,89.2923,0.049186
1684.6700,89.6679,0.047363
1686.5990,89.7216,0.047103
1688.5279,89.9220,0.046134
1690.4568,89.5097,0.048130
1692.3858,89.4197,0.048567
1694.3147,89.2822,0.049235
1696.2436,89.3838,0.048741
1698.1726,89.3722,0.048798
1700.1015,88.7110,0.052023
1702.0304,88.7500,0.051831
1703.9594,88.5990,0.052571
1705.8883,88.2718,0.054178
1707.8173,88.0211,0.055413
1709.7462,88.0747,0.055149
1711.6751,88.1724,0.054668
1713.6041,88.0237,0.055400
1715.5330,87.7984,0.056513
1717.4619,87.6594,0.057201
1719.3909,88.0100,0.055468
1721.3198,87.8812,0.056104
1723.2487,88.0766,0.055139
1725.1777,88.8234,0.051473
1727.1066,88.9352,0.050926
1729.0355,89.4538,0.048401
1730.9645,89.9923,0.045795
1732.8934,90.2372,0.044614
1734.8223,90.6228,0.042763
1736.7513,91.1519,0.040234
1738.6802,91.1902,0.040052
1740.6091,91.6618,0.037811
1742.5381,92.2793,0.034896
1744.4670,92.5786,0.033490
1746.3959,93.1178,0.030967
1748.3249,93.1779,0.030687
1750.2538,93.2265,0.030460
1752.1827,93.6293,0.028588
1754.1117,94.0420,0.026678
1756.0406,93.8899,0.027381
1757.9695,93.8567,0.027535
1759.8985,93.8241,0.027685
1761.8274,93.8945,0.027360
1763.7563,94.0369,0.026702
1765.6853,93.9059,0.027307
1767.6142,94.2277,0.025821
1769.5431,94.2181,0.025866
1771.4721,93.9481,0.027112
1773.4010,94.1935,0.025979
1775.3299,94.0262,0.026751
1777.2589,94.1025,0.026399
1779.1878,93.4812,0.029276
1781.1167,93.0324,0.031366
1783.0457,93.0256,0.031397
1784.9746,93.0325,0.031365
1786.9035,92.5461,0.033642
1788.8325,92.5597,0.033578
1790.7614,92.4561,0.034065
1792.6903,92.3932,0.034360
1794.6193,92.0725,0.035870
1796.5482,92.9065,0.031954
1798.4771,92.7639,0.032621
1800.4061,93.1457,0.030837
1802.3350,93.1795,0.030680
1804.2640,93.2677,0.030269
1806.1929,93.6520,0.028483
1808.1218,93.8034,0.027781
1810.0508,93.8828,0.027414
1811.9797,94.7406,0.023464
1813.9086,94.6106,0.024060
1815.8376,94.3634,0.025197
1817.7665,94.8702,0.022870
1819.6954,95.0215,0.022178
1821.6244,94.8323,0.023044
1823.5533,94.9463,0.022522
1825.4822,95.0621,0.021993
1827.4112,95.1207,0.021725
1829.3401,95.2377,0.021191
1831.2690,95.2206,0.021269
1833.1980,95.4003,0.020450
1835.1269,95.2855,0.020973
1837.0558,95.1470,0.021605
1838.9848,95.4683,0.020141
1840.9137,95.4632,0.020164
1842.8426,95.2221,0.021262
1844.7716,95.4562,0.020196
1846.7005,95.3418,0.020716
1848.6294,95.5187,0.019912
1850.5584,95.4495,0.020226
1852.4873,95.0736,0.021940
1854.4162,95.3401,0.020724
1856.3452,95.3323,0.020760
1858.2741,95.3221,0.020806
1860.2030,95.4546,0.020203
1862.1320,95.5508,0.019766
1864.0609,95.2925,0.020941
1865.9898,95.9973,0.017741
1867.9188,95.2176,0.021283
1869.8477,95.7389,0.018912
1871.7766,95.5867,0.019603
1873.7056,95.5458,0.019788
1875.6345,95.2273,0.021239
1877.5634,95.4453,0.020246
1879.4924,95.6686,0.019230
1881.4213,95.4173,0.020373
1883.3502,95.5628,0.019711
1885.2792,95.5378,0.019825
1887.2081,95.4432,0.020255
1889.1370,95.5705,0.019676
1891.0660,95.2038,0.021346
1892.9949,95.5323,0.019850
1894.9238,95.7423,0.018896
1896.8528,95.6034,0.019527
1898.7817,95.7814,0.018719
1900.7107,95.2156,0.021292
1902.6396,95.5350,0.019838
1904.5685,95.7518,0.018853
1906.4975,95.3145,0.020841
1908.4264,95.3303,0.020769
1910.3553,95.8596,0.018365
1912.2843,95.4312,0.020309
1914.2132,95.7927,0.018668
1916.1421,95.4098,0.020407
1918.0711,95.4943,0.020023
1920.0000,95.4165,0.020377
1921.9289,95.0968,0.021834
1923.8579,95.6296,0.019408
1925.7868,95.8737,0.018300
1927.7157,95.5589,0.019729
1929.6447,95.6536,0.019299
1931.5736,95.9160,0.018109
1933.5025,95.7601,0.018815
1935.4315,95.7801,0.018725
1937.3604,95.8788,0.018278
1939.2893,95.5757,0.019653
1941.2183,95.6700,0.019224
1943.1472,95.2728,0.021031
1945.0761,95.8075,0.018601
1947.0051,95.9708,0.017861
1948.9340,95.0719,0.021948
1950.8629,95.8419,0.018444
1952.7919,95.4528,0.020211
1954.7208,95.4475,0.020235
1956.6497,95.6363,0.019377
1958.5787,95.5305,0.019858
1960.5076,95.4434,0.020254
1962.4365,95.6511,0.019310
1964.3655,95.7604,0.018814
1966.2944,95.7999,0.018635
1968.2233,96.1014,0.017270
1970.1523,95.9002,0.018180
1972.0812,95.7262,0.018969
1974.0101,95.6385,0.019367
1975.9391,95.8071,0.018602
1977.8680,95.7554,0.018837
1979.7969,95.4199,0.020361
1981.7259,95.5222,0.019896
1983.6548,95.7986,0.018641
1985.5837,95.6547,0.019294
1987.5127,95.7956,0.018655
1989.4416,95.8930,0.018213
1991.3705,95.8304,0.018497
1993.2995,95.8400,0.018453
1995.2284,95.5736,0.019662
1997.1574,95.8500,0.018408
1999.0863,96.0312,0.017588
2001.0152,95.8494,0.018410
2002.9442,95.7452,0.018883
2004.8731,95.7998,0.018636
2006.8020,95.8380,0.018462
2008.7310,95.6925,0.019122
2010.6599,95.9326,0.018034
2012.5888,95.5964,0.019558
2014.5178,95.5873,0.019600
2016.4467,95.5322,0.019850
2018.3756,96.0489,0.017507
2020.3046,95.5681,0.019687
2022.2335,95.5527,0.019757
2024.1624,96.2081,0.016788
2026.0914,95.4796,0.020089
2028.0203,95.6334,0.019390
2029.9492,95.6121,0.019487
2031.8782,96.2165,0.016750
2033.8071,95.8588,0.018368
2035.7360,95.5867,0.019602
2037.6650,95.3807,0.020539
2039.5939,95.5706,0.019676
2041.5228,96.0690,0.017417
2043.4518,96.1231,0.017172
2045.3807,95.4034,0.020436
2047.3096,95.9093,0.018139
2049.2386,95.9527,0.017943
2051.1675,95.4479,0.020234
2053.0964,95.7575,0.018827
2055.0254,96.2580,0.016563
2056.9543,95.8101,0.018589
2058.8832,95.9031,0.018167
2060.8122,95.8377,0.018464
2062.7411,95.7893,0.018683
2064.6700,96.2154,0.016756
2066.5990,95.8232,0.018529
2068.5279,96.0342,0.017574
2070.4568,96.1455,0.017071
2072.3858,96.1344,0.017121
2074.3147,95.8100,0.018589
2076.2436,95.5923,0.019577
2078.1726,95.5438,0.019798
2080.1015,95.9714,0.017858
2082.0304,95.5547,0.019748
2083.9594,96.1898,0.016871
2085.8883,95.7137,0.019026
2087.8173,96.2073,0.016792
2089.7462,95.7756,0.018745
2091.6751,95.5689,0.019684
2093.6041,95.7231,0.018983
2095.5330,95.3831,0.020529
2097.4619,95.5494,0.019772
2099.3909,95.3715,0.020582
2101.3198,95.7226,0.018986
2103.2487,95.2174,0.021284
2105.1777,95.3089,0.020867
2107.1066,95.5432,0.019800
2109.0355,95.2795,0.021001
2110.9645,95.8605,0.018360
2112.8934,95.4194,0.020363
2114.8223,95.6654,0.019245
2116.7513,95.5750,0.019655
