wavenumber_cm-1,transmittance_percent,absorbance
754.9239,88.9821,0.050698
756.8528,89.0684,0.050276
758.7817,89.0847,0.050197
760.7107,89.3133,0.049084
762.6396,88.9325,0.050939
764.5685,88.9168,0.051016
766.4975,88.8964,0.051116
768.4264,88.3130,0.053976
770.3553,88.1248,0.054902
772.2843,87.2281,0.059344
774.2132,85.8045,0.066490
776.1421,84.7115,0.072057
778.0711,83.6830,0.077363
780.0000,83.1300,0.080242
781.9289,83.4185,0.078738
783.8579,83.4630,0.078506
785.7868,84.2700,0.074327
787.7157,84.5919,0.072671
789.6447,84.5034,0.073126
791.5736,83.8375,0.076562
793.5025,83.2158,0.079794
795.4315,82.6145,0.082943
797.3604,82.6864,0.082566
799.2893,83.4631,0.078506
801.2183,84.4157,0.073577
803.1472,85.7873,0.066577
805.0761,87.0509,0.060227
807.0051,88.0621,0.055211
808.9340,88.4766,0.053171
810.8629,88.9657,0.050777
812.7919,89.8252,0.046602
814.7208,90.2312,0.044643
816.6497,90.0903,0.045322
818.5787,90.0979,0.045285
820.5076,89.9525,0.045987
822.4365,90.0813,0.045365
824.3655,90.4303,0.043686
826.2944,90.3524,0.044060
828.2233,90.6485,0.042640
830.1523,90.7851,0.041985
832.0812,90.6407,0.042677
834.0102,90.5994,0.042875
835.9391,90.7111,0.042340
837.8680,90.7195,0.042299
839.7970,90.4945,0.043378
841.7259,90.3780,0.043937
843.6548,90.6054,0.042846
845.5838,90.6788,0.042494
847.5127,90.6815,0.042481
849.4416,90.6741,0.042517
851.3706,90.6309,0.042724
853.2995,90.4925,0.043387
855.2284,90.6465,0.042649
857.1574,90.4253,0.043710
859.0863,90.2884,0.044368
861.0152,90.2697,0.044458
862.9442,90.1121,0.045217
864.8731,89.7469,0.046980
866.8020,89.8236,0.046609
868.7310,89.7558,0.046937
870.6599,89.8176,0.046639
872.5888,89.9001,0.046240
874.5178,89.5669,0.047853
876.4467,89.7614,0.046910
878.3756,89.8331,0.046563
880.3046,89.4398,0.048469
882.2335,89.4802,0.048273
884.1624,89.1219,0.050016
886.0914,88.9817,0.050699
888.0203,89.2932,0.049181
889.9492,88.6313,0.052413
891.8782,88.2707,0.054184
893.8071,88.0377,0.055331
895.7360,87.7762,0.056623
897.6650,87.3116,0.058928
899.5939,86.8742,0.061109
901.5228,86.4283,0.063344
903.4518,86.2943,0.064018
905.3807,85.7327,0.066854
907.3096,85.6057,0.067497
909.2386,84.6924,0.072155
911.1675,84.9091,0.071046
913.0964,84.3310,0.074013
915.0254,84.4377,0.073464
916.9543,84.2191,0.074589
918.8832,84.4094,0.073609
920.8122,84.2726,0.074314
922.7411,84.6032,0.072613
924.6700,85.0410,0.070372
926.5990,85.1982,0.069570
928.5279,85.6925,0.067057
930.4569,85.9442,0.065783
932.3858,85.8456,0.066282
934.3147,85.9693,0.065657
936.2437,86.1012,0.064991
938.1726,86.3709,0.063633
940.1015,86.7031,0.061965
942.0305,86.3327,0.063825
943.9594,86.2646,0.064167
945.8883,86.0051,0.065476
947.8173,85.9263,0.065874
949.7462,85.5932,0.067561
951.6751,85.4474,0.068301
953.6041,84.6392,0.072428
955.5330,84.6505,0.072371
957.4619,84.1934,0.074722
959.3909,83.4638,0.078502
961.3198,82.5137,0.083474
963.2487,81.7691,0.087411
965.1777,80.8235,0.092463
967.1066,79.9383,0.097245
969.0355,78.8440,0.103231
970.9645,77.8756,0.108599
972.8934,76.8383,0.114422
974.8223,75.8249,0.120188
976.7513,74.5615,0.127485
978.6802,73.3185,0.134786
980.6091,72.0114,0.142599
982.5381,70.4923,0.151858
984.4670,69.1654,0.160111
986.3959,67.6112,0.169981
988.3249,66.5117,0.177102
990.2538,65.2718,0.185274
992.1827,63.7723,0.195368
994.1117,62.7567,0.202340
996.0406,61.2227,0.213088
997.9695,60.1394,0.220841
999.8985,58.9644,0.229410
1001.8274,57.8762,0.237500
1003.7563,56.9706,0.244349
1005.6853,55.9003,0.252586
1007.6142,55.1007,0.258843
1009.5431,54.3452,0.264839
1011.4721,53.4653,0.271928
1013.4010,53.0521,0.275297
1015.3299,52.5835,0.279151
1017.2589,52.0552,0.283536
1019.1878,51.6037,0.287319
1021.1167,51.2171,0.290585
1023.0457,50.7198,0.294823
1024.9746,50.5431,0.296338
1026.9035,50.2537,0.298832
1028.8325,50.0024,0.301009
1030.7614,50.1101,0.300075
1032.6904,49.9530,0.301439
1034.6193,50.0016,0.301016
1036.5482,50.0180,0.300874
1038.4772,50.0592,0.300516
1040.4061,50.3311,0.298164
1042.3350,50.5046,0.296669
1044.2640,50.7422,0.294630
1046.1929,50.6855,0.295116
1048.1218,51.1697,0.290987
1050.0508,51.5390,0.287864
1051.9797,51.9314,0.284570
1053.9086,52.1214,0.282984
1055.8376,52.6186,0.278861
1057.7665,52.9292,0.276304
1059.6954,53.0926,0.274966
1061.6244,53.4184,0.272309
1063.5533,53.9208,0.268243
1065.4822,54.1905,0.266077
1067.4112,54.5173,0.263466
1069.3401,54.9522,0.260015
1071.2690,55.4790,0.255871
1073.1980,55.9835,0.251940
1075.1269,56.5316,0.247709
1077.0558,57.2177,0.242470
1078.9848,57.8764,0.237499
1080.9137,58.7172,0.231234
1082.8426,59.3936,0.226260
1084.7716,60.2225,0.220241
1086.7005,60.5520,0.217872
1088.6294,61.6105,0.210345
1090.5584,62.6260,0.203245
1092.4873,63.2729,0.198782
1094.4162,64.4007,0.191109
1096.3452,65.3456,0.184783
1098.2741,66.5685,0.176731
1100.2030,67.2605,0.172240
1102.1320,68.1401,0.166597
1104.0609,69.2342,0.159679
1105.9898,70.1963,0.153686
1107.9188,70.7181,0.150470
1109.8477,71.8577,0.143527
1111.7766,72.6201,0.138943
1113.7056,72.9660,0.136880
1115.6345,74.2712,0.129180
1117.5634,74.8450,0.125837
1119.4924,75.1621,0.124001
1121.4213,75.7636,0.120540
1123.3502,76.2997,0.117477
1125.2792,76.8822,0.114174
1127.2081,77.0919,0.112991
1129.1371,77.5518,0.110408
1131.0660,77.9749,0.108045
1132.9949,77.9969,0.107923
1134.9239,78.4160,0.105595
1136.8528,78.1628,0.107000
1138.7817,78.5970,0.104594
1140.7107,78.6658,0.104214
1142.6396,78.5355,0.104934
1144.5685,78.5390,0.104915
1146.4975,78.2651,0.106432
1148.4264,78.4315,0.105509
1150.3553,78.1075,0.107307
1152.2843,78.0662,0.107537
1154.2132,78.3552,0.105932
1156.1421,77.8780,0.108585
1158.0711,78.1574,0.107030
1160.0000,78.4316,0.105509
1161.9289,78.5809,0.104683
1163.8579,79.0881,0.101889
1165.7868,78.8443,0.103230
1167.7157,79.9581,0.097137
1169.6447,80.0490,0.096644
1171.5736,80.3796,0.094854
1173.5025,81.4074,0.089336
1175.4315,81.9376,0.086517
1177.3604,82.1164,0.085570
1179.2893,83.0526,0.080647
1181.2183,83.6351,0.077611
1183.1472,83.7243,0.077149
1185.0761,84.6000,0.072629
1187.0051,85.0052,0.070554
1188.9340,85.5741,0.067658
1190.8629,86.0158,0.065422
1192.7919,86.5347,0.062810
1194.7208,86.6487,0.062238
1196.6497,87.1455,0.059755
1198.5787,87.7388,0.056808
1200.5076,87.2037,0.059465
1202.4365,87.7700,0.056654
1204.3655,87.9280,0.055873
1206.2944,88.3229,0.053927
1208.2233,88.1821,0.054620
1210.1523,88.0840,0.055103
1212.0812,88.2889,0.054094
1214.0101,88.2828,0.054124
1215.9391,88.0515,0.055263
1217.8680,88.2667,0.054203
1219.7969,88.0198,0.055420
1221.7259,88.0506,0.055268
1223.6548,87.3537,0.058719
1225.5838,87.4452,0.058264
1227.5127,87.4978,0.058003
1229.4416,86.9454,0.060754
1231.3706,86.8911,0.061025
1233.2995,86.4178,0.063397
1235.2284,86.5186,0.062891
1237.1574,85.7631,0.066700
1239.0863,85.2359,0.069378
1241.0152,85.0685,0.070231
1242.9442,85.2765,0.069171
1244.8731,84.4806,0.073243
1246.8020,84.4190,0.073560
1248.7310,84.2072,0.074651
1250.6599,84.1201,0.075100
1252.5888,83.7460,0.077036
1254.5178,83.6647,0.077458
1256.4467,83.6035,0.077776
1258.3756,83.4524,0.078561
1260.3046,83.6981,0.077284
1262.2335,83.5380,0.078116
1264.1624,83.5411,0.078100
1266.0914,83.9419,0.076021
1268.0203,83.9283,0.076092
1269.9492,83.6919,0.077317
1271.8782,84.2661,0.074347
1273.8071,84.6128,0.072564
1275.7360,84.8048,0.071579
1277.6650,85.1362,0.069886
1279.5939,85.5346,0.067858
1281.5228,85.5421,0.067820
1283.4518,85.9523,0.065743
1285.3807,86.4403,0.063284
1287.3096,86.9205,0.060878
1289.2386,86.8254,0.061353
1291.1675,87.8295,0.056359
1293.0964,88.0371,0.055334
1295.0254,88.3969,0.053563
1296.9543,88.3337,0.053874
1298.8832,89.1861,0.049703
1300.8122,89.2011,0.049630
1302.7411,89.5493,0.047938
1304.6700,89.9548,0.045976
1306.5990,90.0029,0.045744
1308.5279,90.5672,0.043029
1310.4568,90.5588,0.043069
1312.3858,91.1694,0.040151
1314.3147,91.3361,0.039357
1316.2436,91.6467,0.037883
1318.1726,91.7672,0.037313
1320.1015,92.0006,0.036209
1322.0305,91.6234,0.037994
1323.9594,92.1946,0.035295
1325.8883,91.9798,0.036308
1327.8173,92.6409,0.033197
1329.7462,92.4209,0.034230
1331.6751,92.4436,0.034123
1333.6041,92.6837,0.032997
1335.5330,92.4637,0.034029
1337.4619,92.5968,0.033404
1339.3909,93.0499,0.031284
1341.3198,92.7837,0.032528
1343.2487,93.1721,0.030714
1345.1777,93.0373,0.031343
1347.1066,92.9975,0.031529
1349.0355,93.3999,0.029654
1350.9645,93.2609,0.030300
1352.8934,93.2328,0.030431
1354.8223,93.2226,0.030479
1356.7513,92.9745,0.031636
1358.6802,93.2112,0.030532
1360.6091,92.9224,0.031880
1362.5381,93.1726,0.030712
1364.4670,92.9797,0.031612
1366.3959,93.1795,0.030680
1368.3249,92.8148,0.032383
1370.2538,93.1039,0.031032
1372.1827,93.1343,0.030890
1374.1117,92.5279,0.033728
1376.0406,92.4516,0.034086
1377.9695,93.0548,0.031261
1379.8985,92.3456,0.034584
1381.8274,92.5606,0.033574
1383.7563,92.2594,0.034989
1385.6853,92.1514,0.035498
1387.6142,92.3468,0.034578
1389.5431,92.5948,0.033413
1391.4721,92.8039,0.032434
1393.4010,92.9299,0.031844
1395.3299,92.6094,0.033345
1397.2589,92.7530,0.032672
1399.1878,92.7002,0.032919
1401.1167,92.5912,0.033430
1403.0457,92.9696,0.031659
1404.9746,92.5288,0.033723
1406.9035,92.5604,0.033575
1408.8325,92.9739,0.031639
1410.7614,92.2996,0.034800
1412.6903,92.4915,0.033898
1414.6193,92.1125,0.035681
1416.5482,92.0614,0.035922
1418.4772,92.4555,0.034067
1420.4061,91.8206,0.037060
1422.3350,91.7292,0.037492
1424.2640,91.7081,0.037592
1426.1929,91.4078,0.039017
1428.1218,90.8786,0.041539
1430.0508,90.8162,0.041837
1431.9797,90.3918,0.043871
1433.9086,89.9603,0.045949
1435.8376,89.6862,0.047274
1437.7665,89.0957,0.050143
1439.6954,88.5161,0.052978
1441.6244,88.1294,0.054879
1443.5533,87.6357,0.057319
1445.4822,86.8775,0.061093
1447.4112,86.7551,0.061705
1449.3401,86.3112,0.063933
1451.2690,85.4499,0.068288
1453.1980,85.0916,0.070113
1455.1269,85.2879,0.069113
1457.0558,84.7504,0.071858
1458.9848,85.1712,0.069707
1460.9137,84.7006,0.072114
1462.8426,85.4707,0.068183
1464.7716,86.0392,0.065304
1466.7005,86.4692,0.063138
1468.6294,86.9125,0.060918
1470.5584,87.3563,0.058706
1472.4873,87.6617,0.057190
1474.4162,88.2619,0.054227
1476.3452,88.8420,0.051382
1478.2741,89.1357,0.049949
1480.2030,89.5738,0.047819
1482.1320,89.7682,0.046878
1484.0609,90.2774,0.044421
1485.9898,89.9576,0.045962
1487.9188,90.2236,0.044680
1489.8477,90.4674,0.043508
1491.7766,89.9045,0.046218
1493.7056,89.4877,0.048237
1495.6345,88.9726,0.050744
1497.5634,88.9314,0.050945
1499.4924,88.6428,0.052356
1501.4213,88.5641,0.052742
1503.3502,88.1630,0.054714
1505.2792,87.9004,0.056009
1507.2081,87.6806,0.057097
1509.1371,87.4546,0.058217
1511.0660,87.5439,0.057774
1512.9949,87.6985,0.057008
1514.9239,87.9149,0.055937
1516.8528,87.9847,0.055593
1518.7817,88.7554,0.051805
1520.7107,88.9525,0.050842
1522.6396,88.5869,0.052630
1524.5685,88.9780,0.050717
1526.4975,89.1684,0.049789
1528.4264,89.3813,0.048754
1530.3553,89.4243,0.048544
1532.2843,89.0166,0.050529
1534.2132,88.7720,0.051724
1536.1421,88.5354,0.052883
1538.0711,88.5935,0.052598
1540.0000,88.2260,0.054403
1541.9289,88.0992,0.055028
1543.8579,87.5886,0.057552
1545.7868,86.9764,0.060598
1547.7157,86.7188,0.061887
1549.6447,86.5191,0.062888
1551.5736,85.9445,0.065782
1553.5025,86.0383,0.065308
1555.4315,85.6235,0.067407
1557.3604,85.5800,0.067628
1559.2893,85.4263,0.068408
1561.2183,85.6093,0.067479
1563.1472,85.5862,0.067596
1565.0761,85.5538,0.067761
1567.0051,85.6950,0.067045
1568.9340,86.2954,0.064012
1570.8629,86.3452,0.063762
1572.7919,87.1465,0.059750
1574.7208,87.2771,0.059100
1576.6497,87.5593,0.057698
1578.5787,87.4392,0.058294
1580.5076,88.5535,0.052794
1582.4365,88.5507,0.052808
1584.3655,88.7812,0.051679
1586.2944,89.0559,0.050337
1588.2233,89.5665,0.047854
1590.1523,89.7314,0.047056
1592.0812,90.2016,0.044786
1594.0101,89.8445,0.046508
1595.9391,89.9094,0.046195
1597.8680,89.8523,0.046471
1599.7969,89.9925,0.045794
1601.7259,90.2348,0.044626
1603.6548,89.9475,0.046011
1605.5838,89.0664,0.050286
1607.5127,89.4200,0.048565
1609.4416,89.1146,0.050051
1611.3706,88.7632,0.051767
1613.2995,88.3570,0.053759
1615.2284,87.7555,0.056726
1617.1574,87.4047,0.058465
1619.0863,86.6117,0.062423
1621.0152,86.4246,0.063363
1622.9442,86.0031,0.065486
1624.8731,85.1764,0.069681
1626.8020,84.6061,0.072598
1628.7310,83.7348,0.077094
1630.6599,83.5415,0.078098
1632.5888,82.4739,0.083683
1634.5178,82.1396,0.085448
1636.4467,81.5473,0.088590
1638.3756,81.3850,0.089456
1640.3046,80.4984,0.094213
1642.2335,80.1761,0.095955
1644.1624,79.6913,0.098589
1646.0914,79.7365,0.098343
1648.0203,79.4599,0.099852
1649.9492,79.2982,0.100737
1651.8782,79.0681,0.101999
1653.8071,79.3858,0.100257
1655.7360,79.2909,0.100777
1657.6650,80.0893,0.096425
1659.5939,80.2238,0.095697
1661.5228,80.3975,0.094757
1663.4518,80.9686,0.091683
1665.3807,81.2906,0.089959
1667.3096,81.8993,0.086720
1669.2386,82.4714,0.083697
1671.1675,82.7022,0.082483
1673.0964,83.3690,0.078995
1675.0254,83.6076,0.077754
1676.9543,83.7068,0.077239
1678.8832,84.4540,0.073380
1680.8122,84.8165,0.071520
1682.7411,84.9525,0.070824
1684.6700,85.3422,0.068836
1686.5990,85.5564,0.067747
1688.5279,85.5146,0.067960
1690.4568,85.5945,0.067554
1692.3858,85.4223,0.068429
1694.3147,85.3351,0.068873
1696.2436,85.0186,0.070486
1698.1726,84.6811,0.072214
1700.1015,84.3246,0.074046
1702.0304,83.6972,0.077289
1703.9594,83.5005,0.078311
1705.8883,82.8404,0.081758
1707.8173,82.6693,0.082656
1709.7462,82.0101,0.086133
1711.6751,82.0765,0.085781
1713.6041,81.5034,0.088824
1715.5330,81.6034,0.088292
1717.4619,81.6621,0.087979
1719.3909,81.9356,0.086527
1721.3198,82.3368,0.084406
1723.2487,83.0090,0.080875
1725.1777,83.6194,0.077693
1727.1066,84.4431,0.073436
1729.0355,84.7102,0.072064
1730.9645,85.7048,0.066995
1732.8934,86.3393,0.063792
1734.8223,87.1093,0.059936
1736.7513,87.8298,0.056358
1738.6802,88.7686,0.051741
1740.6091,89.4584,0.048379
1742.5381,90.1773,0.044903
1744.4670,90.1897,0.044843
1746.3959,91.1373,0.040304
1748.3249,91.6406,0.037912
1750.2538,92.0309,0.036066
1752.1827,92.2366,0.035097
1754.1117,92.8778,0.032088
1756.0406,93.2891,0.030169
1757.9695,93.2082,0.030546
1759.8985,93.6618,0.028438
1761.8274,93.9068,0.027303
1763.7563,94.0897,0.026458
1765.6853,93.8643,0.027500
1767.6142,94.3219,0.025387
1769.5431,94.3181,0.025405
1771.4721,94.4901,0.024614
1773.4010,94.3288,0.025356
1775.3299,94.7831,0.023269
1777.2589,94.5281,0.024439
1779.1878,94.9169,0.022656
1781.1167,95.1146,0.021753
1783.0457,94.5906,0.024152
1784.9746,94.7430,0.023453
1786.9035,94.9124,0.022677
1788.8325,95.0211,0.022180
1790.7614,94.9263,0.022614
1792.6903,94.8392,0.023012
1794.6193,95.0213,0.022179
1796.5482,95.0429,0.022080
1798.4771,94.9658,0.022433
1800.4061,94.7392,0.023470
1802.3350,95.2247,0.021250
1804.2640,95.0919,0.021857
1806.1929,95.6377,0.019371
1808.1218,95.1342,0.021663
1810.0508,95.5777,0.019643
1811.9797,95.3182,0.020824
1813.9086,95.3996,0.020454
1815.8376,95.1887,0.021415
1817.7665,95.4717,0.020125
1819.6954,95.6017,0.019535
1821.6244,95.3446,0.020704
1823.5533,95.7638,0.018799
1825.4822,95.5549,0.019747
1827.4112,95.9558,0.017929
1829.3401,95.5126,0.019940
1831.2690,95.4115,0.020399
1833.1980,95.8591,0.018367
1835.1269,95.6321,0.019396
1837.0558,95.6251,0.019428
1838.9848,95.4314,0.020309
1840.9137,95.2777,0.021009
1842.8426,95.5035,0.019981
1844.7716,95.6248,0.019429
1846.7005,95.5775,0.019644
1848.6294,95.7127,0.019030
1850.5584,95.7797,0.018726
1852.4873,95.6841,0.019160
1854.4162,95.6236,0.019435
1856.3452,95.9542,0.017936
1858.2741,95.9256,0.018066
1860.2030,95.8699,0.018318
1862.1320,95.5819,0.019624
1864.0609,96.0566,0.017473
1865.9898,95.7738,0.018753
1867.9188,95.9921,0.017765
1869.8477,95.7819,0.018716
1871.7766,96.0401,0.017547
1873.7056,96.1746,0.016939
1875.6345,96.0466,0.017518
1877.5634,95.9188,0.018096
1879.4924,95.9839,0.017802
1881.4213,96.1761,0.016933
1883.3502,95.9163,0.018108
1885.2792,95.7730,0.018757
1887.2081,96.0552,0.017479
1889.1370,95.9559,0.017928
1891.0660,96.1204,0.017185
1892.9949,96.1663,0.016977
1894.9238,96.1505,0.017048
1896.8528,95.9077,0.018146
1898.7817,96.0775,0.017378
1900.7107,96.0019,0.017720
1902.6396,96.2809,0.016460
1904.5685,95.9275,0.018057
1906.4975,95.6650,0.019247
1908.4264,96.0387,0.017554
1910.3553,96.0394,0.017550
1912.2843,95.9444,0.017980
1914.2132,96.0468,0.017517
1916.1421,96.1560,0.017024
1918.0711,96.0546,0.017482
1920.0000,95.8021,0.018625
1921.9289,95.9212,0.018085
1923.8579,96.2683,0.016517
1925.7868,95.9834,0.017804
1927.7157,96.2431,0.016630
1929.6447,95.9709,0.017861
1931.5736,96.3789,0.016018
1933.5025,96.4718,0.015600
1935.4315,95.9769,0.017833
1937.3604,96.0571,0.017471
1939.2893,96.3031,0.016360
1941.2183,96.1991,0.016829
1943.1472,95.9393,0.018003
1945.0761,96.4635,0.015637
1947.0051,96.0980,0.017286
1948.9340,96.2403,0.016643
1950.8629,95.9707,0.017861
1952.7919,96.0725,0.017401
1954.7208,96.2828,0.016451
1956.6497,96.5055,0.015448
1958.5787,95.9242,0.018072
1960.5076,96.3875,0.015979
1962.4365,96.3940,0.015950
1964.3655,96.0925,0.017311
1966.2944,96.6132,0.014963
1968.2233,96.5292,0.015341
1970.1523,96.1754,0.016936
1972.0812,95.9793,0.017822
1974.0101,96.2498,0.016600
1975.9391,96.5607,0.015200
1977.8680,96.4532,0.015684
1979.7969,96.3609,0.016099
1981.7259,96.5473,0.015260
1983.6548,96.1819,0.016906
1985.5837,96.1445,0.017075
1987.5127,96.2208,0.016731
1989.4416,96.5353,0.015314
1991.3705,96.6959,0.014592
1993.2995,96.3168,0.016298
1995.2284,96.3051,0.016351
1997.1574,96.2026,0.016813
1999.0863,95.9209,0.018087
2001.0152,96.4819,0.015554
2002.9442,95.9936,0.017758
2004.8731,96.2902,0.016418
2006.8020,96.3982,0.015931
2008.7310,96.4627,0.015640
2010.6599,96.2826,0.016452
2012.5888,96.6542,0.014779
2014.5178,96.4400,0.015743
2016.4467,96.3722,0.016048
2018.3756,96.4664,0.015624
2020.3046,96.3153,0.016305
2022.2335,96.4680,0.015617
2024.1624,96.1716,0.016953
2026.0914,96.3118,0.016321
2028.0203,96.5390,0.015297
2029.9492,96.2104,0.016778
2031.8782,96.1806,0.016912
2033.8071,96.5376,0.015304
2035.7360,96.4383,0.015751
2037.6650,96.1138,0.017214
2039.5939,96.2840,0.016446
2041.5228,96.3357,0.016213
2043.4518,96.0777,0.017377
2045.3807,96.5630,0.015189
2047.3096,96.3014,0.016367
2049.2386,96.2062,0.016797
2051.1675,96.1853,0.016891
2053.0964,96.5463,0.015264
2055.0254,96.3533,0.016133
2056.9543,96.3631,0.016089
2058.8832,96.5246,0.015362
2060.8122,96.4848,0.015541
2062.7411,96.5053,0.015449
2064.6700,96.4003,0.015922
2066.5990,96.3213,0.016278
2068.5279,96.2760,0.016482
2070.4568,96.3661,0.016076
2072.3858,96.6533,0.014783
2074.3147,96.5544,0.015228
2076.2436,96.3034,0.016359
2078.1726,96.3433,0.016178
2080.1015,96.2384,0.016652
2082.0304,96.4287,0.015794
2083.9594,96.1306,0.017138
2085.8883,96.1671,0.016973
2087.8173,96.2660,0.016527
2089.7462,96.4643,0.015633
2091.6751,96.4152,0.015854
2093.6041,96.1883,0.016878
2095.5330,96.3295,0.016241
2097.4619,95.7869,0.018694
2099.3909,96.4834,0.015548
2101.3198,96.0606,0.017455
2103.2487,96.2719,0.016500
2105.1777,96.0651,0.017434
2107.1066,96.1307,0.017138
2109.0355,96.1051,0.017253
2110.9645,95.8599,0.018363
2112.8934,95.9872,0.017787
2114.8223,95.7977,0.018645
2116.7513,95.7858,0.018699
